Date,Q,Month,TKNConcDay,TKNConcmm,TKNFluxDay,TKNFNConc,TKNFNFlux,NO3ConcDay,NO3Concmm,NO3FluxDay,NO3FNConc,NO3FNFlux,TPConcDay,TPConcmm,TPFluxDay,TPFNConc,TPFNFlux,TNTPRatio
1974-12-22,566.3369274,12,0.440083734,0.031419516,21533.96186,0.453667947,29946.503,0.151263441,0.010799363,7401.548646,0.149301767,9717.274291,0.144330286,0.00465976,7062.298888,0.145079237,9286.820251,9.060312669
1974-12-23,560.6735581,12,0.436885368,0.031191171,21163.68637,0.450433257,30549.53465,0.151963507,0.010849344,7361.445884,0.149986582,9980.390654,0.144705186,0.004671863,7009.836919,0.145060669,9467.943826,8.998660815
1974-12-24,549.3468196,12,0.433587338,0.03095571,20579.60091,0.447551301,30686.55493,0.15269237,0.010901381,7247.324283,0.150668201,10103.26913,0.14527504,0.004690261,6895.271347,0.145063956,9574.975227,8.924255365
1974-12-25,543.6834503,12,0.430325495,0.030722832,20214.21744,0.445174262,30821.70714,0.153379305,0.010950424,7204.877849,0.151217462,10207.96496,0.145647614,0.00470229,6841.687463,0.144959669,9666.265451,8.862332084
1974-12-26,540.8517656,12,0.427088549,0.030491732,19957.67387,0.441847548,30457.13524,0.154046261,0.010998041,7198.519004,0.151806096,10175.84279,0.145920101,0.004711087,6818.786867,0.145245937,9609.916501,8.80683579
1974-12-27,535.1883964,12,0.423781241,0.030255609,19595.76215,0.439563484,30184.99934,0.15472349,0.011046391,7154.457083,0.152477329,10148.63569,0.146289798,0.004723023,6764.480834,0.145802455,9540.426744,8.74482263
1974-12-28,580.4953506,12,0.421559169,0.030096966,21143.21511,0.437220177,30192.8709,0.155192318,0.011079863,7783.639413,0.153191111,10238.72326,0.144959399,0.004680071,7270.40943,0.146196485,9552.933491,8.798334574
1974-12-29,645.6240972,12,0.419866138,0.029976093,23420.94018,0.433280389,30354.36406,0.155658071,0.011113115,8682.906386,0.153732515,10385.24021,0.143196181,0.004623145,7987.758226,0.145955302,9633.158703,8.887718483
1974-12-30,747.5647441,12,0.418562271,0.029883004,27034.76711,0.430238949,30774.07327,0.155598443,0.011108858,10050.04023,0.154464037,10572.39983,0.1407431,0.004543946,9090.539653,0.146005204,9774.616917,9.021203747
1974-12-31,707.9211592,12,0.41522284,0.029644587,25396.85098,0.42675029,30684.24966,0.156774047,0.01119279,9588.988663,0.155190802,10665.22813,0.141943413,0.004582699,8681.881996,0.146128308,9810.003683,8.911207423
1975-01-01,634.2973587,1,0.410734834,0.029324169,22509.62097,0.423279762,30462.26178,0.157722442,0.0112605,8643.709022,0.155648091,10692.72671,0.144113618,0.004652764,7897.900645,0.146335673,9811.651755,8.722700067
1975-01-02,586.1587198,1,0.407008441,0.029058125,20612.58164,0.421695682,30767.93307,0.158123294,0.011289118,8008.014008,0.155864398,10845.18462,0.145672011,0.004703078,7377.429857,0.146626691,9883.076752,8.578902045
1975-01-03,552.1785042,1,0.403543303,0.028810734,19252.33377,0.420086994,30801.99132,0.158441998,0.011311872,7558.986117,0.155957339,10936.50063,0.146862341,0.004741508,7006.541259,0.147033434,9899.063356,8.461992589
1975-01-04,538.020081,1,0.400635578,0.028603138,18623.51879,0.4169529,29938.01152,0.158715746,0.011331416,7377.891129,0.15619447,10771.98339,0.147447351,0.004760395,6854.080538,0.14718035,9756.614666,8.388915597
1975-01-05,535.1883964,1,0.398091356,0.028421495,18407.85475,0.413076927,30243.42352,0.158983702,0.011350547,7351.450473,0.156833048,11023.41273,0.147670109,0.004767587,6828.306833,0.146257006,9907.46446,8.342174058
1975-01-06,529.5250271,1,0.39543805,0.028232064,18091.67132,0.409976671,30612.01993,0.15923782,0.011368689,7285.283503,0.157047129,11287.97205,0.147980357,0.004777604,6770.243743,0.14570891,10100.82025,8.288831899
1975-01-07,549.3468196,1,0.393715516,0.028109085,18687.14206,0.40690077,30157.91681,0.159578675,0.011393024,7574.172861,0.157461367,11230.66711,0.147502732,0.004762183,7001.005547,0.145630897,10069.38437,8.294957707
1975-01-08,620.1389355,1,0.393753373,0.028111787,21097.30733,0.405478228,29886.32724,0.160175208,0.011435614,8582.188289,0.157793404,11188.20788,0.145662941,0.004702785,7804.620941,0.145785412,10054.16912,8.409357804
1975-01-09,719.2478978,1,0.394291507,0.028150207,24502.46436,0.403458841,29895.34129,0.160699689,0.011473059,9986.363736,0.15816154,11312.10399,0.143418655,0.004630327,8912.468107,0.145840042,10128.32078,8.557335885
1975-01-10,781.5449598,1,0.393385056,0.028085492,26563.51649,0.402131494,30291.25777,0.160827437,0.011482179,10859.95058,0.158475612,11591.09372,0.142243253,0.004592379,9605.044548,0.145981204,10300.85787,8.615941997
1975-01-11,753.2281134,1,0.39050282,0.027879716,25413.49746,0.401017245,30703.70626,0.161402032,0.011523202,10503.86814,0.158756135,11818.95892,0.143052122,0.004618494,9309.676029,0.146350477,10479.06633,8.531551907
1975-01-12,690.9310514,1,0.386692908,0.02760771,23084.19107,0.398517335,30727.28542,0.16206599,0.011570605,9674.76312,0.158959862,11939.06896,0.144647975,0.004670016,8634.969583,0.146178204,10630.36281,8.389331327
1975-01-13,634.2973587,1,0.382412939,0.027302144,20957.4879,0.3964837,31371.06508,0.162026916,0.011567815,8879.608328,0.159186929,12308.49459,0.146138249,0.00471813,8008.857082,0.146193352,11071.45128,8.238424031
1975-01-14,588.9904045,1,0.378313044,0.027009434,19251.88585,0.395039653,31590.5784,0.161964078,0.011563329,8242.152866,0.159463664,12432.76874,0.147420212,0.004759519,7502.03338,0.146514573,11199.53566,8.10434047
1975-01-15,555.0101888,1,0.37448927,0.026736438,17957.83915,0.392962367,31540.65338,0.161915531,0.011559863,7764.316093,0.159760551,12456.58012,0.148452818,0.004792857,7118.740228,0.146751989,11239.94317,7.990286283
1975-01-16,529.5250271,1,0.37090882,0.026480814,16969.43544,0.391310814,31842.98864,0.161888765,0.011557952,7406.566813,0.160013159,12548.80666,0.149278615,0.004819518,6829.640314,0.147007232,11351.19216,7.89264882
1975-01-17,518.1982885,1,0.368133676,0.026282684,16482.2032,0.389483732,31927.3746,0.161800245,0.011551632,7244.17433,0.160268645,12620.50996,0.149672148,0.004832224,6701.171138,0.147120209,11470.69756,7.829587054
1975-01-18,501.2081807,1,0.365135975,0.026068665,15811.98949,0.388425752,32564.6353,0.16149304,0.011529699,6993.357051,0.160448885,12862.85797,0.150192076,0.00484901,6503.975766,0.147136051,11766.50093,7.753823156
1975-01-19,492.7131268,1,0.362350458,0.025869795,15425.40907,0.386395309,32451.52705,0.161434588,0.011525526,6872.337251,0.160657036,12899.15329,0.150503673,0.00485907,6407.003675,0.147256828,11897.22291,7.695983488
1975-01-20,484.2180729,1,0.359529876,0.025668421,15041.45062,0.383862243,32252.64075,0.161353965,0.01151977,6750.475729,0.160876963,12934.09699,0.150808383,0.004868908,6309.286097,0.147307309,11972.37886,7.637892321
1975-01-21,501.2081807,1,0.357633224,0.025533011,15487.08747,0.382070321,32517.9359,0.162206977,0.01158067,7024.273662,0.161188925,13161.01218,0.150532149,0.004859989,6518.702411,0.147591016,12112.44703,7.636576909
1975-01-22,504.0398654,1,0.355240862,0.02536221,15470.40008,0.379365856,32524.35119,0.162550989,0.011605231,7078.940249,0.161637339,13300.19206,0.150585238,0.004861703,6557.843189,0.147661509,12143.15699,7.603804524
1975-01-23,504.0398654,1,0.352744865,0.025184009,15361.70179,0.376810867,32761.80604,0.162791748,0.01162242,7089.425058,0.162200803,13591.97201,0.150700283,0.004865417,6562.853322,0.147583993,12247.88794,7.564906692
1975-01-24,495.5448115,1,0.350408255,0.025017189,15002.75458,0.37489524,32790.69536,0.16256579,0.011606288,6960.265955,0.162602311,13737.89349,0.150912495,0.004872269,6461.329294,0.147496406,12340.99991,7.516719133
1975-01-25,484.2180729,1,0.348874572,0.024907692,14595.67061,0.37403914,33001.61722,0.161962553,0.01156322,6775.936877,0.162519357,13881.84178,0.151039645,0.004876374,6318.96128,0.14738377,12457.40679,7.47910491
1975-01-26,478.5547036,1,0.34757438,0.024814866,14371.20184,0.37245013,32559.44314,0.16157327,0.011535427,6680.590405,0.162519013,13748.62289,0.151045631,0.004876567,6245.302802,0.147402081,12348.79819,7.454074097
1975-01-27,472.8913344,1,0.346269228,0.024721685,14147.80279,0.371084331,32317.78973,0.161170128,0.011506645,6585.05868,0.162676554,13701.67727,0.151046569,0.004876597,6171.432205,0.14726651,12271.84711,7.429018048
1975-01-28,464.3962804,1,0.344830865,0.024618994,13835.93799,0.370540143,32436.57565,0.16062126,0.011467459,6444.7415,0.162429973,13760.12906,0.151097265,0.004878234,6062.602294,0.147291617,12271.25686,7.397441718
1975-01-29,461.5645958,1,0.343643611,0.024534231,13704.22577,0.369069939,31726.68576,0.160321191,0.011446036,6393.477806,0.162039535,13526.84762,0.151032965,0.004876158,6023.07097,0.147482631,12100.2619,7.37881439
1975-01-30,447.4061726,1,0.341923196,0.024411403,13217.3466,0.367037893,30677.64464,0.15945023,0.011383854,6163.691091,0.161764446,13162.33769,0.151177934,0.004880839,5843.918072,0.147565694,11828.75172,7.333833358
1975-01-31,450.2378573,1,0.340996814,0.024345264,13264.9639,0.365496402,30129.5783,0.159413491,0.011381231,6201.272613,0.161584432,12993.87565,0.15099814,0.004875034,5873.910808,0.147492291,11688.90051,7.328460952
