Date,Q,Month,DecYear,OPConcDay,OPConcmm,OPFluxDay,OPFNConc,OPFNFlux,NO3ConcDay,NO3concmm,NO3FluxDay,NO3FNConc,NO3FNFlux,NPRatio
11/18/1977,174.7149421,11,1977.879909,0.169836119,0.005483225,2563.739225,0.11822023,3560.30135,0.152935674,0.010918751,2308.620742,0.146588815,5068.102661,1.991300828
11/19/1977,182.9268275,11,1977.882648,0.164859248,0.005322545,2605.580277,0.117683519,3642.098785,0.153498027,0.0109589,2426.017573,0.147429613,5357.494995,2.058958595
11/20/1977,178.6793006,11,1977.885388,0.167754181,0.005416009,2589.77086,0.117223409,3708.108584,0.154345394,0.011019397,2382.767463,0.148311587,5607.30805,2.034597239
11/21/1977,189.7228707,11,1977.888128,0.161202812,0.005204496,2642.44552,0.116472072,3732.661167,0.154557801,0.011034562,2533.520125,0.149172933,5705.950043,2.120198129
11/22/1977,201.0496092,11,1977.890868,0.155551334,0.005022036,2702.03342,0.116523996,3746.085407,0.154638289,0.011040308,2686.173202,0.150093053,5784.632325,2.198373225
11/23/1977,217.4733801,11,1977.893607,0.149205846,0.004817169,2803.533088,0.115483908,3762.144443,0.154523557,0.011032117,2903.451285,0.150858849,5839.98495,2.290166129
11/24/1977,244.3743842,11,1977.896347,0.139651263,0.004508696,2948.589339,0.113851875,3819.422569,0.154142666,0.011004924,3254.560041,0.151674662,6043.091768,2.440822108
11/25/1977,256.2674596,11,1977.899087,0.135955322,0.004389371,3010.255925,0.112355043,3913.523282,0.15466649,0.011042322,3424.5494,0.15244809,6390.484225,2.515695929
11/26/1977,245.7902265,11,1977.901826,0.13962347,0.004507798,2965.082486,0.111884786,3953.17564,0.155805557,0.011123645,3308.729748,0.153390801,6570.787175,2.4676448
11/27/1977,227.6674448,11,1977.904566,0.14629761,0.004723275,2877.742335,0.112325913,3966.036392,0.157302374,0.011230509,3094.211199,0.154402596,6675.242159,2.377695171
11/28/1977,219.7387278,11,1977.907306,0.149516596,0.004827202,2838.63629,0.112302097,3970.431795,0.158472811,0.011314072,3008.673838,0.155351671,6732.272648,2.34381587
11/29/1977,210.1110001,11,1977.910046,0.153528892,0.00495674,2787.100621,0.11253601,3969.977607,0.159706838,0.011402175,2899.252529,0.156316478,6767.924602,2.300337322
11/30/1977,198.501093,11,1977.912785,0.158562546,0.005119254,2719.426056,0.112085584,4003.07951,0.161019117,0.011495864,2761.557472,0.157311543,6914.970775,2.24561324
12/1/1977,199.06743,12,1977.915525,0.158564772,0.005119326,2727.223061,0.111662426,4057.957348,0.16177315,0.011549698,2782.405319,0.158122044,7130.907161,2.256097502
12/2/1977,188.5901968,12,1977.918265,0.16450293,0.005311041,2680.442495,0.110849131,4121.274248,0.163004953,0.011637641,2656.034163,0.158950254,7396.91807,2.191216519
12/3/1977,182.3604906,12,1977.921005,0.168492471,0.005439845,2654.758335,0.108631328,4183.680327,0.164035625,0.011711226,2584.536518,0.159774455,7641.1712,2.152860097
12/4/1977,176.6971213,12,1977.923744,0.172246106,0.005561033,2629.617794,0.106340337,4265.030426,0.164707989,0.011759229,2514.536144,0.160622516,7940.106445,2.114576407
12/5/1977,170.1842467,12,1977.926484,0.176661548,0.005703587,2597.617071,0.104385999,4359.668656,0.165333685,0.0118039,2431.053096,0.161300575,8304.242117,2.069557246
12/6/1977,165.9367197,12,1977.929224,0.17970106,0.005801719,2576.36199,0.104482061,4390.589947,0.165972752,0.011849526,2379.540161,0.162125718,8504.169572,2.042416387
12/7/1977,159.990182,12,1977.931963,0.18398195,0.005939929,2543.210408,0.103603205,4384.639072,0.166551063,0.011890814,2302.26062,0.163171062,8493.224672,2.001844418
12/8/1977,159.1406766,12,1977.934703,0.184791998,0.005966082,2540.8446,0.103290758,4388.017254,0.167230325,0.011939309,2299.375911,0.164145992,8506.804581,2.001197735
12/9/1977,154.3268127,12,1977.937443,0.18841805,0.00608315,2512.335499,0.102319316,4409.339475,0.167791798,0.011979395,2237.308422,0.165054214,8559.403557,1.969274934
12/10/1977,157.1584973,12,1977.940183,0.186501648,0.006021279,2532.411535,0.102042773,4404.806442,0.167909287,0.011987783,2279.955269,0.165758865,8556.302092,1.990903333
12/11/1977,165.3703828,12,1977.942922,0.180958078,0.005842302,2585.529207,0.101157753,4435.474833,0.168263756,0.012013091,2404.15272,0.166422953,8683.920544,2.056225469
12/12/1977,168.4852359,12,1977.945662,0.178995582,0.005778942,2605.660949,0.099840098,4505.08205,0.168479197,0.012028472,2452.572625,0.167040283,9000.938696,2.081431401
12/13/1977,175.8476159,12,1977.948402,0.174369924,0.005629601,2649.24306,0.098742246,4566.897697,0.168940096,0.012061377,2566.746416,0.16776682,9355.787967,2.142492392
12/14/1977,188.5901968,12,1977.951142,0.166747129,0.005383496,2717.009905,0.097976615,4594.926872,0.169364781,0.012091698,2759.662426,0.16853297,9536.174493,2.246067842
12/15/1977,216.3407063,12,1977.953881,0.154098104,0.004975117,2880.376642,0.097166647,4630.798162,0.169453245,0.012098013,3167.392443,0.169318869,9747.18299,2.431704087
12/16/1977,331.3071025,12,1977.956621,0.120601944,0.003893681,3452.22264,0.094901523,4739.211451,0.170837027,0.012196808,4890.198569,0.169931099,10277.53696,3.132462112
12/17/1977,557.8418735,12,1977.959361,0.091422793,0.002951621,4406.353537,0.094132736,4791.56114,0.172409457,0.01230907,8309.711318,0.170702293,10597.83568,4.170275332
12/18/1977,540.8517656,12,1977.9621,0.092945697,0.003000788,4343.314571,0.094477025,4765.859714,0.173416551,0.012380971,8103.684771,0.171519509,10555.30302,4.125906539
12/19/1977,625.8023047,12,1977.96484,0.086280666,0.002785605,4665.136877,0.093395677,4797.546288,0.173251398,0.01236918,9367.585115,0.172313381,10754.27926,4.440392792
12/20/1977,572.0002966,12,1977.96758,0.090243483,0.002913546,4459.907432,0.093907796,4798.243705,0.174643736,0.012468585,8631.037606,0.173117613,10905.73169,4.279522307
12/21/1977,458.7329112,12,1977.97032,0.10132567,0.003271339,4015.994639,0.094187843,4803.785987,0.175617908,0.012538136,6960.532102,0.173914338,11084.00274,3.83272311
12/22/1977,379.4457413,12,1977.973059,0.112444379,0.003630311,3686.389136,0.094284942,4832.439144,0.175554883,0.012533636,5755.410961,0.174646089,11359.20359,3.45249687
12/23/1977,334.1387872,12,1977.975799,0.120463748,0.003889219,3477.739153,0.093917527,4866.094141,0.17519261,0.012507772,5057.739024,0.175432962,11650.23691,3.216011118
12/24/1977,441.7428034,12,1977.978539,0.103286662,0.00333465,3942.09848,0.09361597,4877.770052,0.177739364,0.012689596,6783.703326,0.176249409,11793.83317,3.805375429
12/25/1977,648.4557818,12,1977.981279,0.084478251,0.002727413,4733.027437,0.092998762,4895.96775,0.177997999,0.012708061,9972.619063,0.176935984,11929.56648,4.659382201
12/26/1977,591.8220891,12,1977.984018,0.088561512,0.002859243,4528.453739,0.093343461,4871.619047,0.179290063,0.012800307,9167.715616,0.177669132,11893.40742,4.476816849
12/27/1977,478.5547036,12,1977.986758,0.09915185,0.003201156,4099.644058,0.094244538,4835.324184,0.180248744,0.012868752,7452.76759,0.178464792,11857.05698,4.020032419
12/28/1977,402.0992184,12,1977.989498,0.108957486,0.003517735,3785.332601,0.094756193,4820.610541,0.18022817,0.012867283,6261.373986,0.17925782,11948.52827,3.657831781
12/29/1977,416.2576416,12,1977.992237,0.10677362,0.003447228,3840.076965,0.09395507,4841.349536,0.181143428,0.012932627,6514.761849,0.179910319,12109.73378,3.751601883
12/30/1977,467.2279651,12,1977.994977,0.100403537,0.003241567,4053.139811,0.093622326,4856.705088,0.182406349,0.013022793,7363.469986,0.180737999,12316.35607,4.017436939
12/31/1977,436.0794341,12,1977.997717,0.104030874,0.003358677,3919.598597,0.093463864,4859.639359,0.182809627,0.013051584,6887.76642,0.181630118,12424.37331,3.885929752
1/1/1978,399.2675338,1,1978.000457,0.109484763,0.003534758,3776.864669,0.093888588,4846.266714,0.182880353,0.013056634,6308.771413,0.182297125,12465.76864,3.693784026
1/2/1978,362.4556335,1,1978.003196,0.115606362,0.003732397,3620.348103,0.094465232,4846.419827,0.181854395,0.012983386,5694.982555,0.182540815,12621.74352,3.478565592
1/3/1978,331.3071025,1,1978.005936,0.121320681,0.003916886,3472.796455,0.095116922,4838.935857,0.180813733,0.012909089,5175.781118,0.182673669,12713.69259,3.295753357
1/4/1978,334.1387872,1,1978.008676,0.120686418,0.003896408,3484.167539,0.094809457,4804.787231,0.18106435,0.012926981,5227.253765,0.183032999,12543.02975,3.317666156
1/5/1978,461.5645958,1,1978.011416,0.100469294,0.00324369,4006.633179,0.091561397,4875.834599,0.184972857,0.013206027,7376.566047,0.18368652,12832.49883,4.07129699
1/6/1978,982.594569,1,1978.014155,0.066385948,0.002143296,5635.912764,0.089191718,4947.791415,0.184035931,0.013139136,15623.94586,0.183961065,13148.02035,6.130340412
1/7/1978,1160.990701,1,1978.016895,0.060398962,0.001950004,6058.595557,0.087769833,4946.716373,0.184363364,0.013162513,18493.41467,0.184485248,13099.47248,6.749992324
1/8/1978,1039.228262,1,1978.019635,0.064104115,0.002069626,5755.865041,0.087107329,4933.789965,0.185191575,0.013221642,16628.22589,0.184833522,13056.91019,6.388419791
1/9/1978,886.3172913,1,1978.022374,0.069765473,0.002252406,5342.487443,0.086520621,4942.392678,0.186111824,0.013287343,14252.03663,0.185216788,13196.15754,5.899178704
1/10/1978,920.297507,1,1978.025114,0.068094776,0.002198466,5414.4679,0.086232514,4963.152175,0.186597601,0.013322025,14837.06651,0.185547622,13510.0863,6.059689765
1/11/1978,1076.040162,1,1978.027854,0.062402686,0.002014695,5801.569649,0.086391696,4978.216082,0.187057181,0.013354836,17390.68183,0.185734608,13750.05394,6.62871324
1/12/1978,1217.624394,1,1978.030594,0.057950465,0.001870953,6096.54815,0.085783371,4993.902673,0.18788678,0.013414065,19766.20549,0.186076373,13888.39177,7.169641303
1/13/1978,1469.644327,1,1978.033333,0.051902134,0.001675681,6590.391313,0.08527546,5036.411963,0.190012969,0.013565863,24127.32807,0.186450669,14334.81549,8.095732681
1/14/1978,1639.545405,1,1978.036073,0.048499598,0.001565828,6870.294097,0.08564195,5028.869261,0.191469899,0.013669879,27122.99837,0.186731873,14461.20557,8.73012575
1/15/1978,1826.436591,1,1978.038813,0.045415759,0.001466266,7166.794025,0.085647675,5013.958703,0.19285335,0.01376865,30433.05342,0.187176658,14498.25765,9.39028429
1/16/1978,1939.703976,1,1978.041553,0.043629195,0.001408586,7311.835314,0.085640923,5002.283925,0.193874005,0.013841519,32491.42659,0.18753184,14614.44216,9.826537415
1/17/1978,2067.129785,1,1978.044292,0.041903709,0.001352878,7484.003043,0.085287833,5000.752024,0.194641365,0.013896304,34762.95036,0.187853358,14705.70722,10.27166405
1/18/1978,2123.763478,1,1978.047032,0.041295463,0.00133324,7577.435211,0.084703103,5032.193413,0.195151772,0.013932744,35809.0162,0.188024018,14982.43603,10.45028872
1/19/1978,2152.080324,1,1978.049772,0.040923387,0.001321228,7609.283847,0.084494887,5028.807774,0.19568099,0.013970528,36384.87241,0.188293497,15026.73177,10.57389994
1/20/1978,2081.288208,1,1978.052511,0.041329432,0.001334337,7431.994815,0.084124108,5023.499351,0.196366958,0.014019502,35311.3547,0.188612221,15073.0397,10.50671872
1/21/1978,2007.664408,1,1978.055251,0.041919056,0.001353373,7271.371906,0.083883371,5032.522867,0.197089977,0.014071121,34187.66199,0.189034803,15346.8651,10.39707496
1/22/1978,1948.19903,1,1978.057991,0.04257534,0.001374561,7166.468345,0.083413574,5033.179804,0.197517015,0.01410161,33246.93231,0.189566366,15503.99864,10.25898793
1/23/1978,1874.57523,1,1978.060731,0.043458945,0.001403089,7038.754148,0.082600142,5055.608502,0.197909066,0.0141296,32054.00535,0.190193363,15819.66356,10.07035174
1/24/1978,1758.476159,1,1978.06347,0.045028461,0.001453761,6841.279527,0.08142629,5070.833651,0.197954277,0.014132828,30075.65657,0.190634301,15991.03757,9.721558992
1/25/1978,1611.228558,1,1978.06621,0.047218647,0.001524472,6573.314802,0.080574289,5082.088681,0.197548033,0.014103824,27500.69082,0.190499517,16156.56395,9.251609664
1/26/1978,1398.852211,1,1978.06895,0.051318758,0.001656846,6202.427757,0.080211843,5059.364867,0.196811258,0.014051222,23786.77218,0.190418192,15994.7975,8.480704484
1/27/1978,1200.634286,1,1978.071689,0.055881455,0.001804155,5796.851685,0.079343295,5051.326065,0.196014722,0.013994354,20333.54844,0.190484573,15926.4101,7.756737877
1/28/1978,1047.723316,1,1978.074429,0.060352385,0.0019485,5463.296709,0.079485791,5043.615978,0.195883315,0.013984973,17732.003,0.190114459,15964.0509,7.177300637
1/29/1978,937.2876148,1,1978.077169,0.063944902,0.002064486,5178.363706,0.080064953,4990.128452,0.195868488,0.013983914,15861.75336,0.189739326,15701.06861,6.773556766
1/30/1978,872.1588682,1,1978.079909,0.066527781,0.002147875,5013.169431,0.080442541,4923.286575,0.195852447,0.013982769,14758.36838,0.18958904,15299.83901,6.510046551
1/31/1978,804.1984369,1,1978.082648,0.069467614,0.002242789,4826.800533,0.080351868,4887.167783,0.19568182,0.013970587,13596.50997,0.189534995,15119.3182,6.229113248
2/1/1978,724.911267,2,1978.085388,0.073272039,0.002365616,4589.198761,0.080509641,4841.332195,0.195341184,0.013946267,12234.6742,0.189468976,14912.05142,5.895405315
2/2/1978,671.1092589,2,1978.088128,0.076473976,0.002468992,4434.254774,0.080653111,4781.057233,0.194839726,0.013910466,11297.55551,0.189588174,14645.15574,5.634066514
2/3/1978,634.2973587,2,1978.090868,0.078764004,0.002542927,4316.526688,0.081040538,4745.864177,0.19419129,0.013864171,10642.32191,0.189362076,14642.93643,5.452053279
2/4/1978,620.1389355,2,1978.093607,0.079514379,0.002567153,4260.380765,0.080839185,4735.00743,0.193920067,0.013844808,10390.23797,0.18930451,14740.9714,5.393059492
2/5/1978,639.9607279,2,1978.096347,0.077825284,0.00251262,4303.162842,0.079949137,4734.256757,0.194348426,0.01387539,10746.03111,0.189487111,14904.51318,5.522280259
2/6/1978,676.7726282,2,1978.099087,0.075042651,0.002422781,4387.980583,0.080169995,4710.968894,0.195148968,0.013932544,11410.97588,0.189270454,14849.49555,5.750640534
2/7/1978,1027.901523,2,1978.101826,0.058860399,0.001900331,5227.432759,0.079376301,4719.5844,0.197629372,0.014109631,17551.60121,0.189346279,14981.27615,7.424828367
2/8/1978,1410.178949,2,1978.104566,0.048729519,0.001573252,5937.17836,0.078488272,4738.260164,0.198250343,0.014153965,24154.71497,0.189460687,15222.47936,8.996631927
2/9/1978,1614.060243,2,1978.107306,0.044706915,0.00144338,6234.594091,0.076840277,4773.439941,0.198128007,0.014145231,27629.90258,0.189815113,15618.80433,9.800072725
2/10/1978,1894.397022,2,1978.110046,0.04060216,0.001310857,6645.595157,0.075904987,4787.112746,0.197127503,0.014073801,32265.02205,0.189912234,15902.93834,10.73633892
2/11/1978,1951.030715,2,1978.112785,0.039738942,0.001282987,6698.755901,0.075411131,4765.867704,0.19684544,0.014053663,33182.04951,0.189950069,15860.81242,10.95386006
2/12/1978,1939.703976,2,1978.115525,0.039742192,0.001283092,6660.410804,0.074440598,4747.83218,0.196800118,0.014050427,32981.81517,0.190144769,15828.40348,10.95044246
2/13/1978,1942.535661,2,1978.118265,0.03956768,0.001277458,6640.844733,0.073664631,4745.003167,0.196700626,0.014043324,33013.26551,0.190153557,16004.77213,10.99317864
2/14/1978,1914.218815,2,1978.121005,0.039781956,0.001284376,6579.4782,0.072554209,4777.790287,0.196747835,0.014046694,32539.83033,0.190087044,16499.92045,10.93659071
2/15/1978,1894.397022,2,1978.123744,0.039889941,0.001287862,6529.022041,0.071546294,4841.536269,0.196772758,0.014048474,32206.95874,0.189921824,17127.69287,10.9083662
2/16/1978,1868.91186,2,1978.126484,0.040080022,0.001293999,6471.880824,0.070661746,4906.418001,0.196396585,0.014021617,31712.93922,0.18927645,17762.52785,10.8358781
2/17/1978,1820.773222,2,1978.129224,0.040572024,0.001309884,6382.580153,0.069363471,4941.142259,0.19580994,0.013979734,30803.80286,0.188910435,18022.8972,10.67250067
2/18/1978,1707.505836,2,1978.131963,0.041953609,0.001354489,6189.353239,0.068489938,4970.706896,0.195748302,0.013975333,28878.45418,0.188302665,18298.46588,10.31779292
2/19/1978,1571.584973,2,1978.134703,0.043755442,0.001412662,5941.330085,0.068665167,4949.677069,0.196055209,0.013997245,26621.34516,0.187265538,18236.67167,9.908420755
2/20/1978,1421.505688,2,1978.137443,0.046411168,0.001498403,5700.131116,0.068401608,4949.210497,0.196071938,0.013998439,24081.18116,0.186480936,18255.47419,9.342241148
2/21/1978,1251.604609,2,1978.140183,0.049788144,0.00160743,5384.022112,0.068187432,4925.942411,0.196231268,0.014009814,21220.18208,0.185852137,18115.9905,8.715662474
2/22/1978,1104.357008,2,1978.142922,0.053381316,0.001723437,5093.455441,0.067917022,4903.91373,0.196117881,0.014001719,18712.87114,0.185264835,17981.8177,8.124301761
2/23/1978,1013.7431,2,1978.145662,0.055820245,0.001802178,4889.150334,0.067752187,4879.277951,0.195675366,0.013970126,17138.69728,0.184555256,17847.51969,7.751799774
2/24/1978,957.1094073,2,1978.148402,0.057364238,0.001852027,4743.692783,0.068097187,4829.624154,0.195268546,0.013941081,16147.5865,0.183716003,17537.88632,7.527472776
2/25/1978,872.1588682,2,1978.151142,0.060282589,0.001946247,4542.565938,0.068147418,4781.985332,0.194510452,0.013886958,14657.24295,0.183034613,17231.02182,7.135249719
2/26/1978,801.3667522,2,1978.153881,0.062981898,0.002033395,4360.746175,0.068069736,4751.987888,0.19311573,0.013787382,13370.96379,0.182156926,17071.15471,6.780473703
2/27/1978,761.7231673,2,1978.156621,0.064467906,0.002081372,4242.818693,0.067857458,4730.97558,0.192099783,0.01371485,12642.64027,0.181396718,16953.42997,6.589332767
2/28/1978,736.2380056,2,1978.159361,0.065355999,0.002110044,4157.358067,0.0673521,4730.315922,0.19127027,0.013655627,12166.88622,0.180978587,16921.5487,6.471726323
3/1/1978,733.4063209,3,1978.1621,0.065197102,0.002104914,4131.29952,0.067188006,4636.259163,0.190791102,0.013621417,12089.72737,0.181203094,16337.91219,6.471246673
3/2/1978,741.9013749,3,1978.16484,0.064514548,0.002082877,4135.400543,0.065987506,4619.171496,0.190494332,0.013600229,12210.73979,0.181073426,16300.21413,6.529539137
3/3/1978,863.6638142,3,1978.16758,0.059099991,0.001908066,4410.074071,0.065596271,4602.845933,0.191886164,0.013699598,14318.65176,0.180294508,16243.99,7.179833552
3/4/1978,1319.565041,3,1978.17032,0.046380737,0.00149742,5287.887328,0.064750791,4609.522223,0.189361519,0.013519353,21589.18626,0.179583897,16337.45206,9.028429547
3/5/1978,1699.010782,3,1978.173059,0.039999432,0.001291397,5871.697933,0.063281078,4629.038667,0.183770004,0.01312015,26976.43162,0.179331654,16509.17095,10.1596543
3/6/1978,2058.634731,3,1978.175799,0.035865129,0.00115792,6379.188453,0.062037807,4643.064036,0.177791184,0.012693296,31623.01401,0.179105837,16644.76687,10.96215541
3/7/1978,2220.040755,3,1978.178539,0.034845811,0.001125011,6683.828075,0.0608835,4653.612313,0.174836729,0.012482364,33535.69905,0.17904343,16714.37526,11.09533006
3/8/1978,2239.862548,3,1978.181279,0.034632561,0.001118126,6702.235986,0.060786193,4642.522311,0.173605679,0.012394474,33596.88693,0.178270427,16708.30675,11.08504473
3/9/1978,2245.525917,3,1978.184018,0.034496116,0.001113721,6692.710098,0.061510348,4597.383484,0.172540463,0.012318424,33475.16866,0.177011841,16539.72734,11.06060517
3/10/1978,2217.209071,3,1978.186758,0.034539432,0.001115119,6616.610607,0.062552841,4553.520626,0.171891809,0.012272113,32928.77481,0.17515933,16361.83585,11.0052046
3/11/1978,2095.446631,3,1978.189498,0.035108786,0.001133501,6356.325919,0.063141927,4514.039573,0.172124148,0.012288701,31162.48979,0.173606935,16135.29367,10.84136886
3/12/1978,2084.119893,3,1978.192237,0.035081526,0.001132621,6317.058733,0.063359453,4479.781826,0.170823082,0.012195812,30759.76376,0.172262754,15957.19247,10.76778082
3/13/1978,2067.129785,3,1978.194977,0.035086785,0.001132791,6266.500314,0.063587875,4444.022845,0.169599015,0.012108421,30290.38636,0.170921481,15736.19963,10.68901976
3/14/1978,2050.139677,3,1978.197717,0.035092813,0.001132985,6216.062559,0.062779589,4431.315304,0.168377402,0.012021204,29825.03744,0.170371328,15622.16789,10.61020444
3/15/1978,2027.4862,3,1978.200457,0.035170181,0.001135483,6160.929753,0.062017092,4420.552299,0.167235755,0.011939697,29295.49116,0.169878323,15513.92471,10.51508195
3/16/1978,2010.496092,3,1978.203196,0.035251595,0.001138112,6123.443974,0.06116919,4426.986995,0.16601992,0.011852893,28838.7994,0.16942608,15493.49563,10.41452719
3/17/1978,1985.01093,3,1978.205936,0.035421208,0.001143588,6074.912234,0.060841596,4436.794496,0.165015143,0.011781158,28300.91295,0.168394441,15539.68474,10.30192922
3/18/1978,1945.367346,3,1978.208676,0.035741298,0.001153922,6007.388043,0.060629234,4429.066057,0.164302285,0.011730264,27615.88514,0.167516814,15460.21453,10.16556245
3/19/1978,1888.733653,3,1978.211416,0.036250775,0.00117037,5915.640347,0.060547289,4405.901913,0.163961002,0.011705898,26756.23646,0.166353116,15300.32599,10.00187443
3/20/1978,1795.28806,3,1978.214155,0.037189119,0.001200665,5768.51173,0.060731981,4373.370177,0.164452946,0.01174102,25508.7715,0.165133086,15083.06302,9.778762484
3/21/1978,1636.71372,3,1978.216895,0.038970712,0.001258185,5510.92881,0.061114681,4325.441988,0.166603263,0.011894541,23559.71151,0.163911345,14782.75378,9.453732132
3/22/1978,1446.990849,3,1978.219635,0.041660582,0.001345028,5208.40641,0.061562879,4273.712875,0.169389458,0.012093459,21177.07158,0.162430119,14492.86804,8.991231416
3/23/1978,1288.41651,3,1978.222374,0.044305573,0.001430423,4932.060317,0.061671091,4237.382544,0.171454153,0.012240867,19086.13681,0.161308139,14252.20179,8.557517217
3/24/1978,1172.31744,3,1978.225114,0.046493403,0.001501058,4709.234311,0.062034293,4214.159935,0.172963981,0.01234866,17519.21491,0.159721459,14090.7956,8.226639527
3/25/1978,1107.188693,3,1978.227854,0.04784016,0.001544538,4576.442453,0.061846958,4220.664394,0.172627289,0.012324622,16513.71688,0.158105974,14130.27321,7.979486731
3/26/1978,1053.386685,3,1978.230594,0.048980506,0.001581355,4457.843669,0.061951789,4207.08352,0.172247684,0.012297521,15676.71122,0.156610668,14045.54021,7.776573013
3/27/1978,1008.079731,3,1978.233333,0.049956025,0.00161285,4351.074293,0.061955537,4176.070409,0.171835256,0.012268076,14966.52234,0.155560111,13822.67656,7.606459023
3/28/1978,974.0995151,3,1978.236073,0.050671942,0.001635963,4264.662036,0.061847933,4122.147402,0.171325247,0.012231664,14419.10937,0.154962865,13474.22218,7.476734305
3/29/1978,954.2777226,3,1978.238813,0.051029876,0.001647519,4207.392616,0.061947331,4072.391051,0.170641718,0.012182864,14069.34062,0.154263203,13151.62404,7.394670584
3/30/1978,928.7925609,3,1978.241553,0.051562459,0.001664714,4137.767577,0.062308216,4006.623902,0.170080601,0.012142803,13648.57319,0.153468327,12738.07398,7.29422728
3/31/1978,923.1291916,3,1978.244292,0.051563453,0.001664746,4112.616528,0.062305731,3946.723493,0.169208406,0.012080533,13495.78536,0.152896054,12330.92849,7.256681661
4/1/1978,923.1291916,4,1978.247032,0.051392129,0.001659215,4098.952037,0.062199406,3909.277527,0.168240557,0.012011434,13418.5913,0.152069433,12082.11551,7.239227387
4/2/1978,934.4559302,4,1978.249772,0.050885722,0.001642865,4108.36018,0.062326911,3866.334013,0.167063661,0.011927411,13488.21753,0.151441098,11758.73744,7.260126424
4/3/1978,1033.564892,4,1978.252511,0.048302447,0.001559463,4313.408885,0.062874621,3835.189147,0.164074743,0.011714019,14651.87568,0.149932597,11501.00612,7.511570195
4/4/1978,1101.525324,4,1978.255251,0.046655038,0.001506276,4440.243398,0.063322575,3811.648573,0.16164591,0.011540613,15384.13028,0.148685765,11268.9044,7.661685185
4/5/1978,1073.208477,4,1978.257991,0.047212497,0.001524274,4377.78885,0.063266414,3788.165915,0.1608162,0.011481377,14911.71634,0.147772321,11057.13793,7.532358043
4/6/1978,1121.347116,4,1978.260731,0.046062707,0.001487152,4462.757339,0.063543735,3759.599848,0.158690344,0.011329603,15374.61727,0.146272115,10850.07437,7.618319367
4/7/1978,1189.307547,4,1978.26347,0.044558244,0.00143858,4578.634571,0.063801486,3730.479382,0.15607538,0.011142909,16037.70864,0.144798372,10644.55251,7.745767621
