"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"16",1977-11-16,177.829795195294,46705,11,321,1977.87442922374,1535,1978,16,5.18082688606674,177.667984644616,NA,-1.85955389905147,0.369525025934989,0.16735007613245,2571.24929165715,0.119754878100444,3448.00107486815
"17",1977-11-17,178.962469050041,46706,11,322,1977.87716894977,1535,1978,17,5.1871761137454,178.072511021311,NA,-1.86235949939033,0.369727722142919,0.166878411880689,2580.33363448185,0.119427732344903,3482.62991784675
"18",1977-11-18,174.714942094739,46707,11,323,1977.8799086758,1535,1978,18,5.16315574350393,177.789342557624,NA,-1.84510616723534,0.36998056582438,0.169836119007398,2563.73922510484,0.118220230005585,3560.30135029496
"19",1977-11-19,182.926827541656,46708,11,324,1977.88264840183,1535,1978,19,5.20908622338114,177.708437282285,NA,-1.8742450581938,0.370092435103418,0.164859247503912,2605.58027741911,0.117683518597174,3642.09878547905
"20",1977-11-20,178.679300586354,46709,11,325,1977.88538812785,1535,1978,20,5.18559258213976,178.274774209659,NA,-1.85737783414848,0.370337655722956,0.167754181207973,2589.7708600137,0.117223409357004,3708.10858377494
"21",1977-11-21,189.722870670138,46710,11,326,1977.88812785388,1535,1978,21,5.24556443198355,180.176048180127,NA,-1.89560764276062,0.370460744501048,0.161202811660535,2642.44552027209,0.116472071717602,3732.6611674996
"22",1977-11-22,201.049609217609,46711,11,327,1977.89086757991,1535,1978,22,5.3035516896339,183.41225919369,NA,-1.93038003504837,0.370493025963973,0.155551334225905,2702.0334204918,0.116523995503305,3746.08540738387
"23",1977-11-23,217.473380111442,46712,11,328,1977.89360730594,1535,1978,23,5.38207645274622,189.075628467426,NA,-1.9737022828807,0.370228405100086,0.14920584585576,2803.53308808721,0.115483907811001,3762.1444433961
"24",1977-11-24,244.374384161686,46713,11,329,1977.89634703196,1535,1978,24,5.49870141068197,198.420187769089,NA,-2.03867667201561,0.369764064426974,0.139651263104636,2948.58933856679,0.113851874873157,3819.42256909128
"25",1977-11-25,256.26745963653,46714,11,330,1977.89908675799,1535,1978,25,5.54622166329847,210.070547417916,NA,-2.06418947705295,0.369783928934254,0.135955322249469,3010.25592491938,0.112355042857043,3913.52328184918
"26",1977-11-26,245.790226480119,46715,11,331,1977.90182648402,1535,1978,26,5.50447843425889,219.051032980554,NA,-2.03890101018403,0.370276511692266,0.139623470075334,2965.08248626377,0.11188478617289,3953.17563963531
"27",1977-11-27,227.667444804166,46716,11,332,1977.90456621005,1535,1978,27,5.42788598877751,226.049339297384,NA,-1.99380710055445,0.370969952742496,0.146297609572431,2877.74233507983,0.112325912849471,3966.0363917225
"28",1977-11-28,219.738727820936,46717,11,333,1977.90730593607,1535,1978,28,5.39243923978176,230.337318890356,NA,-1.97215665511142,0.371414431680354,0.149516596462897,2838.63629043705,0.112302097210482,3970.43179490053
"29",1977-11-29,210.111000055586,46718,11,334,1977.9100456621,1535,1978,29,5.34763596276592,231.631803295781,NA,-1.94521923609662,0.371891317026185,0.153528892001099,2787.10062069114,0.112536009668064,3969.97760698732
"30",1977-11-30,198.501093044428,46719,11,335,1977.91278538813,1535,1978,30,5.29079460663313,228.921476571922,189.364190616135,-1.91148360887412,0.372407701749607,0.158562545570401,2719.42605604496,0.11208558383935,4003.07951019023
"31",1977-12-01,199.067429971802,46720,12,336,1977.91552511416,1536,1978,31,5.29364361140921,222.449054544795,190.855544524885,-1.91164745154249,0.372623414058031,0.158564772410833,2727.22306128954,0.111662425649936,4057.95734781251
"32",1977-12-02,188.590196815391,46721,12,337,1977.91826484018,1536,1978,32,5.23957639013893,212.780874141776,192.007096277212,-1.87639040169784,0.372845729733399,0.164502930222187,2680.44249490366,0.110849131316228,4121.27424817632
"33",1977-12-03,182.360490614282,46722,12,338,1977.92100456621,1536,1978,33,5.2059854457029,203.719483303799,192.752773231587,-1.85344312250051,0.373001285598626,0.168492470701472,2654.75833533501,0.108631328197574,4183.6803274
"34",1977-12-04,176.697121340547,46723,12,339,1977.92374429224,1536,1978,34,5.17443708796797,196.438008523282,193.11145328559,-1.83190170656639,0.37314359048972,0.172246106221405,2629.61779375644,0.106340336751932,4265.03042550192
"35",1977-12-05,170.184246675751,46724,12,340,1977.92648401826,1536,1978,35,5.13688165413375,189.358796931112,193.054819592853,-1.80661429065274,0.373255543710313,0.176661547574702,2597.61707054551,0.104385998501251,4359.66865615765
"36",1977-12-06,165.936719720449,46725,12,341,1977.92922374429,1536,1978,36,5.11160650917556,183.048185454664,192.781090077955,-1.7892642984864,0.373379682811303,0.179701060493794,2576.3619895453,0.104482061358347,4390.58994715639
"37",1977-12-07,159.990181983027,46726,12,342,1977.93196347032,1536,1978,37,5.07511245074498,177.546626731607,192.26194789453,-1.76485287023028,0.37345879569693,0.183981949909032,2543.2104079473,0.10360320455247,4384.63907238296
"38",1977-12-08,159.140676591967,46727,12,343,1977.93470319635,1536,1978,38,5.06978856949223,171.842804820202,191.667294120787,-1.76032619291647,0.373615629104042,0.184791998121807,2540.84459989414,0.103290758370473,4388.01725440682
"39",1977-12-09,154.326812709292,46728,12,344,1977.93744292237,1536,1978,39,5.03907251426179,166.948035662188,190.864983473675,-1.73973992426805,0.373684324884952,0.188418050319618,2512.33549885949,0.102319316314559,4409.33947506165
"40",1977-12-10,157.158497346159,46729,12,345,1977.9401826484,1536,1978,40,5.05725483334498,163.347750909599,190.232573904774,-1.7506939108461,0.373708486298614,0.18650164761429,2532.41153495811,0.102042772564015,4404.80644231375
"41",1977-12-11,165.370382793076,46730,12,346,1977.94292237443,1536,1978,41,5.10818770242677,161.729645402817,189.855015953192,-1.78231361107284,0.373865375270192,0.180958077631832,2585.52920742986,0.101157753244553,4435.47483312382
"42",1977-12-12,168.48523589363,46731,12,347,1977.94566210046,1536,1978,42,5.12684812514417,161.4869295768,189.354751667345,-1.79349902894361,0.373915104133042,0.178995581869143,2605.66094895611,0.0998400977190565,4505.08204979097
"43",1977-12-13,175.847615949486,46732,12,348,1977.94840182648,1536,1978,43,5.16961780153202,162.902771895234,189.392507462504,-1.81984316733672,0.374081340146274,0.174369923915098,2649.24305974916,0.0987422463798461,4566.89769715079
"44",1977-12-14,188.590196815391,46733,12,349,1977.95114155251,1536,1978,44,5.23957639013893,166.988488299857,189.798382260455,-1.86322751489925,0.374397689157676,0.166747129152016,2717.00990540756,0.0979766150341809,4594.92687151854
"45",1977-12-15,216.340706256695,46734,12,350,1977.95388127854,1536,1978,45,5.37685450876506,175.159921109104,191.063201398256,-1.94279581827923,0.374480632749278,0.154098103834334,2880.37664205154,0.0971666471350825,4630.79816164199
"46",1977-12-16,331.307102513525,46735,12,351,1977.95662100457,1536,1978,46,5.80304574739035,200.442819652566,196.179111642197,-2.18584501743416,0.375432586525003,0.120601943792842,3452.22263999566,0.0949015229858472,4739.21145083507
"47",1977-12-17,557.841873462944,46736,12,352,1977.95936073059,1536,1978,47,6.32407554133058,257.683301954964,208.808425122627,-2.4699330752159,0.393769677532935,0.0914227931945302,4406.35353691842,0.0941327364730882,4791.5611396718
"48",1977-12-18,540.851765641737,46737,12,353,1977.96210045662,1536,1978,48,6.29314524063922,311.323499504773,221.012985907527,-2.45380792965618,0.392892046258698,0.0929456974438221,4343.31457095979,0.0944770246953581,4765.85971392123
"49",1977-12-19,625.80230474777,46738,12,354,1977.96484018265,1536,1978,49,6.43903451411034,376.654509341078,235.775501814397,-2.53191227613695,0.398730992455152,0.0862806662274785,4665.13687702044,0.0933956765046485,4797.54628759907
"50",1977-12-20,572.000296647283,46739,12,355,1977.96757990868,1536,1978,50,6.34913950999379,433.247749440763,248.886201683095,-2.48446771724506,0.395800275624825,0.0902434828857399,4459.90743196939,0.0939077960323353,4798.24370487488
"51",1977-12-21,458.732911172573,46740,12,356,1977.9703196347,1536,1978,51,6.12846814782497,471.839565777504,257.853203033176,-2.36608467099454,0.387052279134274,0.101325669686422,4015.9946389043,0.0941878432801411,4803.78598656594
"52",1977-12-22,379.445741340277,46741,12,357,1977.97305936073,1536,1978,52,5.9387116125435,495.140285075158,263.799740770598,-2.26035922641835,0.380649784744642,0.112444379475135,3686.38913630793,0.0942849415483772,4832.43914390117
"53",1977-12-23,334.138787150393,46742,12,358,1977.97579908676,1536,1978,53,5.81155643705825,495.544811451854,267.688587671897,-2.18783331462662,0.376829213143413,0.120463747732502,3477.73915263706,0.0939175274426696,4866.0941406515
"54",1977-12-24,441.742803351367,46743,12,359,1977.97853881279,1536,1978,54,6.09072781984213,478.959230007343,274.267534978219,-2.34581460743765,0.386310928053015,0.103286662445172,3942.09848021789,0.0936159703764141,4877.77005170637
"55",1977-12-25,648.455781842711,46744,12,360,1977.98127853881,1536,1978,55,6.47459381614683,494.331232321767,287.340479051759,-2.55455886887204,0.402474357508314,0.0844782507643838,4733.02743679784,0.0929987615018203,4895.96774968547
"56",1977-12-26,591.822089105357,46745,12,361,1977.98401826484,1536,1978,56,6.3832060645574,489.476915801423,298.8748744726,-2.50551473680155,0.399357489520508,0.0885615119427517,4528.45373866171,0.0933434608101625,4871.61904717343
"57",1977-12-27,478.554703630647,46746,12,362,1977.98675799087,1536,1978,57,6.17077052751566,476.127545370475,307.237783100149,-2.3897507002116,0.390691202448467,0.0991518496158406,4099.6440582341,0.0942445380876486,4835.32418353333
"58",1977-12-28,402.099218435218,46747,12,363,1977.98949771689,1536,1978,58,5.99669887019385,468.037017836567,313.316466120625,-2.29253342237046,0.383922165495212,0.108957485875808,3785.33260051159,0.0947561927374445,4820.61054139228
"59",1977-12-29,416.257641619557,46748,12,364,1977.99223744292,1536,1978,59,6.03130439937132,473.295860733607,320.188020839424,-2.31240356296094,0.385351297127638,0.106773619980964,3840.07696477565,0.0939550702690736,4841.34953589067
"60",1977-12-30,467.227965083176,46749,12,365,1977.99497716895,1536,1978,60,6.14681728649317,492.30860043829,329.145583240716,-2.37694721803391,0.39053750361952,0.100403537260235,4053.13981066822,0.0936223261334639,4856.70508812321
"61",1977-12-31,436.079434077631,46750,12,366,1977.99771689498,1536,1978,61,6.07782441500622,491.4995476849,337.045983377577,-2.33881298406717,0.38768613037089,0.104030873639456,3919.59859708475,0.0934638635693065,4859.63935919416
"62",1978-01-01,399.267533798351,46751,1,1,1978.000456621,1537,1978,62,5.98963170297076,455.901226535705,344.068561277009,-2.28815391366933,0.38462061793359,0.109484763351151,3776.86466942777,0.0938885875152978,4846.26671359456
"63",1978-01-02,362.45563351907,46752,1,2,1978.00319634703,1537,1978,63,5.89290207651221,423.134590023379,350.071732707169,-2.23275073540473,0.381265292021275,0.115606361848673,3620.34810340089,0.0944652315790625,4846.4198273683
"64",1978-01-03,331.307102513525,46753,1,3,1978.00593607306,1537,1978,64,5.80304574739035,402.099218435218,355.225398746268,-2.18091022571885,0.378089590905015,0.121320681341376,3472.79645463937,0.095116922259733,4838.93585737181
"65",1978-01-04,334.138787150393,46754,1,4,1978.00867579909,1537,1978,65,5.81155643705825,392.390585394529,360.690550095422,-2.18662814045244,0.378451770920974,0.120686417551247,3484.16753927899,0.0948094570866802,4804.78723111925
"66",1978-01-05,461.564595809441,46755,1,5,1978.01141552511,1537,1978,66,6.13462201339935,398.863007421655,370.544812631722,-2.37652544688008,0.391201463806418,0.100469294277346,4006.6331792587,0.0915613968936043,4875.83459890658
"67",1978-01-06,982.594568993104,46756,1,6,1978.01415525114,1537,1978,67,6.89019659253945,472.486807980216,397.964958865391,-2.80223722626004,0.419816424030086,0.0663859478433957,5635.91276424404,0.0891917175687695,4947.79141468943
"68",1978-01-07,1160.99070111577,46757,1,7,1978.01689497717,1537,1978,68,7.05702897229094,576.045560414236,431.359959682852,-2.89851257937094,0.424041968731516,0.060398962454806,6058.59555747488,0.0877698334717051,4946.71637313478
"69",1978-01-08,1039.22826173046,46758,1,8,1978.0196347032,1537,1978,69,6.94623366064716,667.468521547395,460.856674650224,-2.83898769186279,0.421649382095595,0.0641041153291312,5755.86504085783,0.0871073285789954,4933.78996519472
"70",1978-01-09,886.317291339601,46759,1,9,1978.02237442922,1537,1978,70,6.78707500313274,742.305901236042,485.161967783339,-2.75191243012644,0.417745890918974,0.069765473394274,5342.4874432372,0.086520621393678,4942.39267759431
"71",1978-01-10,920.297506982014,46760,1,10,1978.02511415525,1537,1978,71,6.82469699492233,826.447387588683,510.326205256303,-2.77564518856557,0.419148458372761,0.0680947759449763,5414.46789951307,0.0862325139639383,4963.15217456532
"72",1978-01-11,1076.04016200974,46761,1,11,1978.02785388128,1537,1978,72,6.98104306531302,932.433298282876,540.57803612684,-2.86675405489453,0.423223897272439,0.0624026864739212,5801.56964898403,0.0863916962600892,4978.21608217204
"73",1978-01-12,1217.62439385313,46762,1,12,1978.03059360731,1537,1978,73,7.1046570212802,1040.44184086054,575.303928723628,-2.9398033825702,0.426404088736941,0.0579504650488069,6096.5481495076,0.0857833710274353,4993.90267282025
"74",1978-01-13,1469.64432653435,46763,1,13,1978.03333333333,1537,1978,74,7.29277569575848,1110.02037765215,618.005733047594,-3.05398499296642,0.430679619807814,0.0519021343194623,6590.39131333053,0.0852754602797729,5036.41196281387
"75",1978-01-14,1639.54540474642,46764,1,14,1978.03607305936,1537,1978,75,7.40217429016558,1178.38533531367,665.445889663918,-3.1221615964289,0.432935271173158,0.0484995978516833,6870.2940970367,0.0856419500659623,5028.86926137624
"76",1978-01-15,1826.43659077969,46765,1,15,1978.03881278539,1537,1978,76,7.51012212938836,1290.84366803499,715.28353927279,-3.18997778607369,0.434657077810252,0.0454157594850598,7166.79402522304,0.0856476745854589,5013.95870266815
"77",1978-01-16,1939.7039762544,46766,1,16,1978.04155251142,1537,1978,77,7.57029065085481,1441.32748016568,761.345609365839,-3.22950253718946,0.435618058036577,0.0436291952692616,7311.83531425054,0.0856409226529945,5002.28392469375
"78",1978-01-17,2067.12978491345,46767,1,17,1978.04429223744,1537,1978,78,7.63391634673503,1605.16066272731,812.221543341562,-3.26869466206689,0.436545847878249,0.0419037092974448,7484.00304272567,0.085287832518432,5000.75202449655
"79",1978-01-18,2123.7634776508,46768,1,18,1978.04703196347,1537,1978,79,7.66094501912294,1754.83542210461,862.15358243833,-3.28388413170841,0.436930219073524,0.0412954631444356,7577.43521058666,0.0847031026611494,5032.19341291981
"80",1978-01-19,2152.08032401948,46769,1,19,1978.0497716895,1537,1978,80,7.67419024587297,1888.32912641408,914.82291668407,-3.29312920246627,0.437143111360112,0.0409233865085207,7609.28384712082,0.0844948869140819,5028.80777405691
"81",1978-01-20,2081.28820809779,46770,1,20,1978.05251141553,1537,1978,81,7.64074231180543,1975.70682378029,968.908093248243,-3.28250345651315,0.436841844148673,0.0413294315393001,7431.99481527523,0.0841241084876178,5023.4993513185
"82",1978-01-21,2007.66440753922,46771,1,21,1978.05525114155,1537,1978,82,7.60472733912472,2028.29525275069,1023.18204878821,-3.26829965643632,0.436521667651025,0.0419190561676038,7271.37190644501,0.0838833709465236,5032.52286711597
"83",1978-01-22,1948.199030165,46772,1,22,1978.05799086758,1537,1978,83,7.57466065052593,2045.68988694859,1076.9840568887,-3.2536639923465,0.436275993122101,0.0425753396833659,7166.46834547882,0.0834135740279183,5033.17980351167
"84",1978-01-23,1874.57522960644,46773,1,23,1978.06073059361,1537,1978,84,7.5361373685296,2036.3857802846,1124.74513776386,-3.23378802430899,0.435969149822913,0.0434589450536987,7038.75414837522,0.0826001415680339,5055.6085019247
"85",1978-01-24,1758.47615949486,46774,1,24,1978.06347031963,1537,1978,85,7.47220289452607,1992.2924052248,1161.74581701894,-3.19829768807088,0.435368505578391,0.0450284614806239,6841.27952747222,0.0814262897540989,5070.83365078817
"86",1978-01-25,1611.22855837774,46775,1,25,1978.06621004566,1537,1978,86,7.38475224671892,1919.07313104293,1195.72603266135,-3.14857486894335,0.434443675952561,0.0472186469387021,6573.31480243519,0.0805742889324151,5082.0886807543
"87",1978-01-26,1398.85221061266,46776,1,26,1978.06894977169,1537,1978,87,7.24340732978051,1811.46911484196,1226.40261622742,-3.06631436164972,0.431956426464375,0.0513187581633179,6202.42775734929,0.0802118431958332,5059.36486746347
"88",1978-01-27,1200.63428603192,46777,1,27,1978.07168949772,1537,1978,88,7.09060526782455,1685.66141168969,1253.02045181397,-2.97735520148675,0.429023632424268,0.0558814549792974,5796.85168524905,0.0793432947278305,5051.32606521198
"89",1978-01-28,1047.72331564106,46778,1,28,1978.07442922374,1537,1978,89,6.95437481823086,1548.52696998996,1274.06930761469,-2.90147919030785,0.425867099235622,0.060352384882061,5463.29670872934,0.0794857911161707,5043.61597848966
"90",1978-01-29,937.28761480322,46779,1,29,1978.07716894977,1537,1978,90,6.84299018796965,1404.1110535097,1289.73796260536,-2.84006596756527,0.423315850018767,0.0639449024648472,5178.36370551274,0.0800649531932028,4990.12845242431
"91",1978-01-30,872.158868155263,46780,1,30,1978.0799086758,1537,1978,91,6.77097159556616,1260.90871615953,1304.27394374128,-2.80167632076137,0.421176383460551,0.0665277811917784,5013.16943141685,0.0804425410919399,4923.28657473586
"92",1978-01-31,804.198436870437,46781,1,31,1978.08264840183,1537,1978,92,6.6898460507538,1124.58332721319,1317.77164051035,-2.75794726290087,0.418749287030938,0.0694676143914935,4826.80053274383,0.0803518676433378,4887.16778318311
"93",1978-02-01,724.91126703814,46782,2,32,1978.08538812785,1538,1978,93,6.58604925707215,997.966571307529,1329.85349496098,-2.70095388994662,0.415651307226948,0.0732720386763109,4589.19876055497,0.0805096405976864,4841.33219501505
"94",1978-02-02,671.109258937653,46783,2,33,1978.08812785388,1538,1978,94,6.50893195372772,894.003292496814,1341.18023350846,-2.65894904024227,0.412602976790834,0.076473975780325,4434.25477368528,0.0806531109103952,4781.05723327377
"95",1978-02-03,634.297358658373,46784,2,34,1978.09086757991,1538,1978,95,6.45251786444763,813.098017157735,1351.18551922539,-2.6290582377414,0.410358868234159,0.0787640039023866,4316.52668826023,0.0810405376248349,4745.86417721553
"96",1978-02-04,620.138935474034,46785,2,35,1978.09360730594,1538,1978,96,6.42994354240909,752.014534276731,1356.47133054754,-2.61915269075241,0.409521152899691,0.0795143793321926,4260.3807646608,0.0808391848107702,4735.00742955882
"97",1978-02-05,639.960727932108,46786,2,36,1978.09634703196,1538,1978,97,6.46140681186488,709.539264723715,1345.05020251217,-2.64128117573268,0.410904961816591,0.077825284133007,4303.16284192839,0.0799491368561666,4734.25675740629
"98",1978-02-06,676.772628211389,46787,2,37,1978.09908675799,1538,1978,98,6.5173353645241,681.626944731733,1328.90960008203,-2.67798151243728,0.413280697494735,0.0750426512353621,4387.98058310937,0.080169994807238,4710.96889353665
"99",1978-02-07,1027.90152318299,46788,2,38,1978.10182648402,1538,1978,99,6.93527464685744,713.584528490669,1328.53204213045,-2.92659102007548,0.425756874298621,0.0588603991769845,5227.43275893724,0.0793763014164345,4719.58439960469
"100",1978-02-08,1410.17894916013,46789,2,39,1978.10456621005,1538,1978,100,7.25147188961724,811.479911650954,1345.99409739113,-3.11849621994813,0.431967613569248,0.048729519165182,5937.17835998318,0.0784882719617006,4738.26016424498
"101",1978-02-09,1614.06024301461,46790,2,40,1978.10730593607,1538,1978,101,7.38650817342119,946.187195090519,1369.11952192555,-3.20351682322515,0.433902005694348,0.0447069148399265,6234.59409099539,0.0768402772417218,4773.43994109471
"102",1978-02-10,1894.39702206452,46791,2,41,1978.1100456621,1538,1978,102,7.54665587272082,1126.20143271997,1396.39808392738,-3.30139179381818,0.434764519905385,0.0406021597983113,6645.59515681706,0.075904986503101,4787.11274634138
"103",1978-02-11,1951.03071480187,46792,2,42,1978.11278538813,1538,1978,103,7.57611308360625,1316.3288297668,1420.84496129233,-3.32209200411038,0.434842162138209,0.0397389423034756,6698.75590147567,0.0754111312556551,4765.86770358322
"104",1978-02-12,1939.7039762544,46793,2,43,1978.11552511416,1538,1978,104,7.57029065085481,1502.00643666999,1436.513616283,-3.32203645751272,0.434724694437108,0.0397421920808076,6660.41080356362,0.0744405984425675,4747.83217955206
"105",1978-02-13,1942.53566089127,46794,2,44,1978.11826484018,1538,1978,105,7.57174944031847,1682.82972705283,1446.61329148783,-3.32625500128124,0.434645414587623,0.0395676797067208,6640.84473255609,0.0736646310600857,4745.00316681765
"106",1978-02-14,1914.21881452259,46795,2,45,1978.12100456621,1538,1978,106,7.55706488863555,1809.44648295848,1449.53936561259,-3.32104548664568,0.434491885916583,0.0397819556873714,6579.47819997535,0.0725542089453241,4777.79028691531
"107",1978-02-15,1894.39702206452,46796,2,46,1978.12374429224,1538,1978,107,7.54665587272082,1878.62049337339,1448.02913380626,-3.31836294606514,0.43436451154474,0.0398899406269922,6529.02204102662,0.0715462935330875,4841.53626884317
"108",1978-02-16,1868.91186033271,46797,2,47,1978.12648401826,1538,1978,108,7.53311164761306,1915.02786727598,1441.42186965357,-3.31371614095021,0.434122925461685,0.040080021771759,6471.88082366113,0.0706617455049816,4906.41800089491
"109",1978-02-17,1820.77322150595,46798,2,48,1978.12922374429,1538,1978,109,7.50701653683021,1904.5101814819,1431.32219444874,-3.30169572402213,0.433743767879751,0.0405720243477631,6382.58015301362,0.0693634713888072,4941.14225944483
"110",1978-02-18,1707.50583603124,46799,2,49,1978.13196347032,1538,1978,110,7.44278900931977,1869.7209130861,1416.50304484914,-3.26772290186539,0.433219587614241,0.0419536093766813,6189.35323852153,0.0684899377899394,4970.70689649206
"111",1978-02-19,1571.58497346159,46800,2,50,1978.13470319635,1538,1978,111,7.35983992633902,1817.1324841157,1399.51293702793,-3.2231685301716,0.432635361854612,0.0437554415842489,5941.33008488485,0.0686651666485435,4949.67706898784
"112",1978-02-20,1421.5056877076,46801,2,51,1978.13744292237,1538,1978,112,7.25947193228432,1742.69963080374,1379.97431303354,-3.16642234818461,0.43088087901192,0.0464111683405277,5700.1311160602,0.0684016084469869,4949.21049655558
"113",1978-02-21,1251.60460949554,46802,2,52,1978.1401826484,1538,1978,113,7.13218169467029,1648.04045865702,1356.75449901123,-3.09382219880723,0.428736431872345,0.0497881441709556,5384.02211216034,0.0681874321266602,4925.94241096485
"114",1978-02-22,1104.35700837842,46803,2,53,1978.14292237443,1538,1978,114,7.00701855171628,1535.17759955901,1331.08055830363,-3.0244577470827,0.426131242294931,0.0533813161142658,5093.45544101068,0.0679170215288762,4903.91372958885
"115",1978-02-23,1013.74309999865,46804,2,54,1978.14566210046,1538,1978,115,6.92140479899329,1413.010633797,1306.25612298709,-2.97883120226098,0.424176706070206,0.0558202449211787,4889.15033435247,0.0677521866254734,4879.27795088615
"116",1978-02-24,957.109407261295,46805,2,55,1978.14840182648,1538,1978,116,6.86391770807561,1289.63008890491,1284.4521512832,-2.9496279864033,0.422812088844672,0.0573642378151893,4743.6927828444,0.0680971868204227,4829.62415371266
"117",1978-02-25,872.158868155263,46806,2,56,1978.15114155251,1538,1978,117,6.77097159556616,1170.29480777977,1266.89570653462,-2.90028569455222,0.420298191564637,0.0602825890715069,4542.56593811202,0.0681474179036166,4781.9853323458
"118",1978-02-26,801.366752233569,46807,2,57,1978.15388127854,1538,1978,118,6.68631871023583,1060.26363331862,1253.58678874135,-2.85598256039449,0.417879532510398,0.0629818982536404,4360.74617546136,0.0680697357647523,4751.98788806063
"119",1978-02-27,761.723167317421,46808,2,58,1978.15662100457,1538,1978,119,6.63558319219443,966.008987548593,1244.05345046389,-2.83127136689444,0.416386782558037,0.0644679063721187,4242.81869269285,0.0678574584561807,4730.97557950733
"120",1978-02-28,736.238005585611,46809,2,59,1978.15936073059,1538,1978,120,6.60155344360812,892.385186990032,1237.3517968233,-2.81621193490931,0.415350382827618,0.0653559988212182,4157.35806745635,0.0673521001847554,4730.31592212084
"121",1978-03-01,733.406320948743,46810,3,61,1978.16210045662,1539,1978,121,6.59769987429213,839.392231642936,1232.72671191642,-2.81838755323631,0.415106578431104,0.0651971019394362,4131.29952028127,0.0671880058098283,4636.25916253365
"122",1978-03-02,741.901374859347,46811,3,62,1978.16484018265,1539,1978,122,6.60921631635369,800.557699480178,1230.65014318272,-2.82928371535497,0.415257241287133,0.0645145484714309,4135.40054289083,0.0659875058254085,4619.17149582967
"123",1978-03-03,863.663814244659,46812,3,63,1978.16757990868,1539,1978,123,6.7611835892,787.20832904923,1235.2752280896,-2.91954750225601,0.418961502386121,0.0590999913725832,4410.07407106603,0.0655962707937689,4602.84593309476
