Date,Q,Month,NO3ConcDay,NO3Concmm,NO3FluxDay,NO3FNConc,NO3FNFlux,TKNConcDay,TKNConcmm,TKNFluxDay,TKNFNConc,TKNFNFlux,TPConcDay,TPConcmm,TPFluxDay,TPFNConc,TPFNFlux,TNTPRatio
1973-03-10,265.6120189,3,0.583716825,0.041674115,13395.64647,0.985829283,10785.36774,1.592441792,0.113691433,36544.7531,1.405188254,27595.44351,0.175639075,0.005670576,4030.71978,0.211945384,3836.036008,27.39854727
1973-03-11,258.2496389,3,0.589856443,0.042112449,13161.33044,0.97577364,10781.09428,1.580880093,0.112865992,35273.81202,1.404151119,27729.33653,0.175432062,0.005663893,3914.37503,0.211548622,3846.443186,27.36253179
1973-03-12,250.8872588,3,0.595625503,0.042524328,12911.17101,0.976520734,10721.52392,1.568316887,0.11196905,33995.87061,1.401021131,27839.47854,0.175186638,0.005655969,3797.461046,0.212215353,3846.779947,27.31510321
1973-03-13,238.4278464,3,0.607765445,0.043391052,12520.06901,0.97897772,10629.56247,1.549040622,0.110592832,31910.49385,1.395699451,27591.25746,0.175029907,0.005650909,3605.645137,0.213023626,3835.666506,27.2494012
1973-03-14,218.606054,3,0.630261543,0.044997147,11904.10464,0.980489523,10505.99169,1.519077544,0.108453636,28691.6729,1.394185627,27076.79229,0.175049365,0.005651537,3306.255924,0.21344628,3783.677555,27.15204386
1973-03-15,201.0496092,3,0.651781137,0.046533526,11321.88562,0.973987109,10408.20343,1.491053432,0.106452871,25900.62134,1.393967778,26688.95144,0.175184386,0.005655896,3043.073005,0.213026025,3725.500782,27.04901025
1973-03-16,190.5723761,3,0.664483957,0.047440436,10941.02955,0.977302059,10289.69323,1.473129458,0.1051732,24255.74428,1.391975426,26288.83478,0.175311601,0.005660003,2886.58497,0.213713085,3684.113177,26.96352336
1973-03-17,180.0951429,3,0.687109653,0.049055784,10691.5776,0.977497096,10255.66166,1.471370195,0.105047598,22894.84445,1.394264478,26267.70944,0.177363277,0.005726243,2759.811679,0.214302853,3696.960421,26.91177994
1973-03-18,185.1921753,3,0.670894541,0.047898116,10734.71783,0.967418571,10266.26738,1.468757028,0.104861033,23500.9995,1.395722005,26570.31552,0.17610316,0.005685559,2817.756916,0.213985772,3748.413114,26.86791945
1973-03-19,185.4753437,3,0.667329556,0.047643596,10694.00264,0.963658724,10204.81929,1.467384839,0.104763066,23514.94432,1.392084207,26584.37223,0.175986206,0.005681783,2820.191214,0.214031958,3775.069975,26.82373689
1973-03-20,185.1921753,3,0.665219912,0.047492979,10643.92035,0.95991146,10112.83516,1.466180251,0.104677065,23459.76951,1.391814246,26409.6092,0.1760043,0.005682368,2816.175096,0.214090994,3752.7462,26.7793386
1973-03-21,190.5723761,3,0.650471779,0.046440045,10710.31269,0.94945544,10086.09815,1.466070633,0.104669239,24139.51752,1.397635321,26513.51951,0.174991988,0.005649685,2881.32241,0.213582871,3739.606025,26.7464988
1973-03-22,204.7307992,3,0.627154238,0.044775303,11093.56891,0.945447659,9963.390543,1.483908196,0.105942741,26248.46783,1.397514105,26020.41466,0.174306427,0.005627551,3083.261259,0.213431185,3651.18148,26.78217268
1973-03-23,218.3228855,3,0.606017581,0.043266264,11431.36861,0.940300297,9850.460374,1.498986903,0.107019277,28275.53582,1.398477822,25640.13493,0.173585822,0.005604286,3274.366245,0.212981301,3558.702575,26.81617963
1973-03-24,230.215961,3,0.588149736,0.0419906,11698.68586,0.938072476,9771.583589,1.510442448,0.107837138,30043.69571,1.397410102,25533.87447,0.172885348,0.005581671,3438.803507,0.213059087,3518.766705,26.84281095
1973-03-25,234.4634879,3,0.580233665,0.041425437,11754.1678,0.936025686,9677.597039,1.512550788,0.107987662,30640.71745,1.394792602,25440.24138,0.172485086,0.005568748,3494.141708,0.213193238,3494.356611,26.83064296
1973-03-26,235.3129933,3,0.576504965,0.041159228,11720.94702,0.931608736,9674.423448,1.510845939,0.107865945,30717.07317,1.395516053,25621.29939,0.172228147,0.005560453,3501.577795,0.213629767,3518.993791,26.80090539
1973-03-27,233.6139825,3,0.575862854,0.041113385,11623.35872,0.919919508,9702.256895,1.506491717,0.107555078,30407.40257,1.392590654,25874.62375,0.17209976,0.005556308,3473.704258,0.213293184,3558.526338,26.75669976
1973-03-28,232.1981402,3,0.574882881,0.041043421,11533.25398,0.911590971,9668.324032,1.502493763,0.107269647,30142.90864,1.38965385,25951.99458,0.171966707,0.005552012,3449.982197,0.213062164,3585.326508,26.71338972
1973-03-29,223.4199178,3,0.583077145,0.041628445,11255.41853,0.90860257,9611.770875,1.491142259,0.106459213,28784.23612,1.387366981,25874.2549,0.172289716,0.005562441,3325.791246,0.213630139,3594.283721,26.62278391
1973-03-30,218.3228855,3,0.586868602,0.041899134,11070.15955,0.910818831,9578.504701,1.483677636,0.105926281,27986.75562,1.38172209,26063.58277,0.172444645,0.005567443,3252.84011,0.214706304,3659.145229,26.55176233
1973-03-31,213.2258532,3,0.590791016,0.042179173,10883.97375,0.915362871,9466.620175,1.476357776,0.105403684,27198.51664,1.377021463,25908.52665,0.172641527,0.005573799,3180.525426,0.215733975,3660.620104,26.47796474
1973-04-01,206.1466416,4,0.597543367,0.042661253,10642.88663,0.918265836,9336.722908,1.467161755,0.104747139,26131.72047,1.373620234,25588.36946,0.173034747,0.005586494,3081.93397,0.21651476,3618.765636,26.38656404
1973-04-02,200.7664408,4,0.602207,0.04299421,10446.0154,0.916312511,9235.495275,1.45985756,0.104225661,25323.01111,1.369472592,25379.21598,0.173355023,0.005596835,3007.054451,0.21687553,3582.03014,26.30413097
1973-04-03,195.9525769,4,0.604485762,0.043156901,10234.1269,0.915378799,9100.098892,1.449724073,0.103502186,24544.2673,1.366303733,25055.85492,0.173330655,0.005596048,2934.540449,0.217214629,3522.888138,26.20761835
1973-04-04,194.5367346,4,0.601809843,0.042965855,10115.20411,0.913643604,8935.816849,1.442877001,0.103013344,24251.83893,1.363579001,24609.00043,0.173000148,0.005585377,2907.781972,0.21739395,3441.950993,26.13596003
1973-04-05,192.2713868,4,0.600355525,0.042862025,9973.254757,0.909148619,8820.161158,1.435318762,0.102473728,23843.87098,1.361959365,24306.29073,0.172762004,0.005577689,2869.965226,0.217295627,3398.084443,26.05662649
1973-04-06,183.209996,4,0.614197504,0.043850265,9722.343357,0.906472702,8750.452781,1.430606868,0.102137325,22645.56774,1.359339056,24182.1543,0.174231483,0.005625131,2757.970019,0.217620649,3385.524741,25.95274275
1973-04-07,168.7684044,4,0.645931474,0.046115893,9418.708011,0.902017725,8680.320948,1.435831104,0.102510306,20936.70067,1.36048837,24010.2645,0.178074427,0.005749202,2596.608302,0.217755805,3367.648762,25.85162056
1973-04-08,159.1406766,4,0.666992645,0.047619542,9170.98509,0.894222531,8596.126728,1.438657715,0.10271211,19781.19033,1.356210426,23911.6589,0.180761499,0.005835956,2485.426224,0.217564167,3370.604818,25.75956087
1973-04-09,152.3446335,4,0.681166182,0.048631454,8965.901859,0.889092141,8528.7481,1.439921398,0.10280233,18953.07531,1.351351291,23871.09061,0.182700308,0.005898551,2404.806745,0.217954914,3415.669016,25.67304915
1973-04-10,141.3010634,4,0.709047067,0.050621993,8656.338634,0.88984683,8432.446544,1.445837834,0.103224731,17651.38378,1.346618916,23600.08716,0.186357949,0.006016639,2275.134603,0.218999187,3433.03933,25.57020944
1973-04-11,129.9743248,4,0.740262496,0.0528506,8312.986208,0.889084804,8323.781498,1.453490423,0.103771083,16322.38011,1.34346616,23359.72698,0.190523719,0.006151133,2139.539766,0.21966579,3409.731911,25.4622508
1973-04-12,120.0634286,4,0.769305857,0.054924133,7980.379099,0.880825185,8244.659333,1.461163284,0.104318882,15157.34844,1.343189944,23268.93376,0.194529938,0.006280475,2017.952466,0.219296508,3407.031576,25.35525022
1973-04-13,111.2852062,4,0.796568636,0.056870543,7659.040748,0.874914419,8178.171441,1.468933641,0.104873642,14123.85839,1.343481794,23214.26062,0.198417408,0.006405983,1907.791674,0.218546014,3402.857041,25.24892321
1973-04-14,107.3208477,4,0.810766093,0.057884162,7517.845823,0.857600205,8156.969734,1.470255616,0.104968024,13632.97643,1.344611884,23203.211,0.200899041,0.006486104,1862.840624,0.216899719,3399.4543,25.10785924
1973-04-15,111.8515432,4,0.782839738,0.055890377,7565.342346,0.844278654,8122.567239,1.46177007,0.104362203,14126.50697,1.342324812,23153.57865,0.19770263,0.006382907,1910.592946,0.215925647,3391.54852,25.10652112
1973-04-16,112.1347116,4,0.775994323,0.055401652,7518.173727,0.835862008,8085.291693,1.458161021,0.104104537,14127.30423,1.343088206,23086.9328,0.197342606,0.006371283,1911.941817,0.21526645,3389.502354,25.03517537
1973-04-17,107.6040162,4,0.791663445,0.05652034,7360.08476,0.822656217,8085.68508,1.460983024,0.104306012,13582.74018,1.348792623,23161.68054,0.200086321,0.006459865,1860.199922,0.214182311,3405.916129,24.8962405
1973-04-18,100.2416361,4,0.826330617,0.058995382,7156.748137,0.80539637,8058.168291,1.468138968,0.104816907,12715.37155,1.349041347,23178.90193,0.205660531,0.006639831,1781.200642,0.212514758,3397.643387,24.67115498
1973-04-19,87.78222374,4,0.895841687,0.063958083,6794.407476,0.797226553,7982.832202,1.485474728,0.106054583,11266.41095,1.349898612,22982.97138,0.2163746,0.006985738,1641.068082,0.212081484,3363.037578,24.33710735
1973-04-20,82.11885447,4,0.927256538,0.066200928,6578.949145,0.786925814,7899.277895,1.494228992,0.106679588,10601.65784,1.349551453,22785.6193,0.221773345,0.007160039,1573.497188,0.211215024,3321.283411,24.14519195
1973-04-21,79.5703383,4,0.938493945,0.067003216,6452.030655,0.773824417,7853.849495,1.498132012,0.106958242,10299.47365,1.349385023,22689.48269,0.22432031,0.007242269,1542.17459,0.209815007,3288.156041,24.02029852
1973-04-22,74.19013749,4,0.971180962,0.069336886,6225.297044,0.7648034,7749.784241,1.508957795,0.107731143,9672.461531,1.347135634,22374.69564,0.230109672,0.007429181,1475.009411,0.208776137,3230.490135,23.83412629
1973-04-23,71.92478978,4,0.981709562,0.070088569,6100.639532,0.762603917,7624.494936,1.513843205,0.108079934,9407.478609,1.34812049,22030.83069,0.232694101,0.00751262,1446.03138,0.208682866,3173.381543,23.71589469
1973-04-24,64.56240972,4,1.034870223,0.073883943,5772.705003,0.757592224,7547.253235,1.533026193,0.109449492,8551.514754,1.351404627,21794.15976,0.24180416,0.007806742,1348.83008,0.208233185,3135.218437,23.4839887
1973-04-25,60.31488277,4,1.052464279,0.07514006,5484.608029,0.751679885,7484.29287,1.505537981,0.107486987,7845.668364,1.35343606,21600.70372,0.246407015,0.007955347,1284.077682,0.207720154,3100.25019,22.95651646
1973-04-26,57.76636659,4,1.061184204,0.075762614,5296.385295,0.744127928,7425.378502,1.486424086,0.106122362,7418.763531,1.350178921,21467.12992,0.249238755,0.008046771,1243.954135,0.206960417,3083.198783,22.60347491
1973-04-27,67.39409436,4,0.990390822,0.070708363,5766.89695,0.732477535,7390.018238,1.518391833,0.10840468,8841.36751,1.344440898,21476.20651,0.237755809,0.007676039,1384.416355,0.205643682,3088.261066,23.33404502
1973-04-28,74.19013749,4,0.931041462,0.06647115,5968.001726,0.721288968,7346.088731,1.495172462,0.106746947,9584.097165,1.340190394,21458.2299,0.22927168,0.007402126,1469.63786,0.204421695,3085.322658,23.40112884
1973-04-29,75.32281134,4,0.91620859,0.065412166,5962.585545,0.716167388,7279.547044,1.488028017,0.106236874,9683.923992,1.33818335,21359.53286,0.227709214,0.007351681,1481.906722,0.204043944,3069.660227,23.34827131
1973-04-30,80.70301215,4,0.872251833,0.0622739,6081.985464,0.715948575,7182.326348,1.468893739,0.104870793,10242.2145,1.336870043,21046.90009,0.221460008,0.007149923,1544.183112,0.204560543,3030.640644,23.37713245
1973-05-01,80.98618061,5,0.863975587,0.061683022,6045.415167,0.716262156,7108.397061,1.463675688,0.104498254,10241.64031,1.335296348,20775.27699,0.220869562,0.00713086,1545.469823,0.205715594,3001.467732,23.30452076
1973-05-02,79.85350676,5,0.865170102,0.061768304,5969.105273,0.718338554,7035.385444,1.462485722,0.104413297,10090.19061,1.331803803,20551.94649,0.221817075,0.007161451,1530.392077,0.206546704,2970.682684,23.20501861
1973-05-03,79.5703383,5,0.860661592,0.061446422,5916.942782,0.713947621,6946.695184,1.458965585,0.104161979,10030.20928,1.325608172,20343.09817,0.221848733,0.007162473,1525.182799,0.206828263,2945.791245,23.12167896
1973-05-04,74.19013749,5,0.89155173,0.063651805,5714.871447,0.705233885,6879.081159,1.471683101,0.105069938,9433.529705,1.317540707,20213.55988,0.227755875,0.007353187,1459.92151,0.206165534,2925.695911,22.94538875
1973-05-05,71.92478978,5,0.901423013,0.064356559,5601.714686,0.69723591,6799.789727,1.475514064,0.105343447,9169.289757,1.310450128,20123.68332,0.230255475,0.007433888,1430.877021,0.205778128,2909.645153,22.82789412
1973-05-06,61.73072508,5,0.967796212,0.069095234,5161.77463,0.693458398,6714.855017,1.487320721,0.106186377,7932.676598,1.304329836,19947.70821,0.243214797,0.007852285,1297.194546,0.205985738,2885.212113,22.32237082
1973-05-07,57.76636659,5,0.984542227,0.070290806,4913.864112,0.690389039,6647.268296,1.467905372,0.104800229,7326.33637,1.301280846,19755.34157,0.248434521,0.008020805,1239.940189,0.205890234,2858.855853,21.82960738
1973-05-08,56.35052427,5,0.986412822,0.070424356,4802.533601,0.685518207,6584.849295,1.460208877,0.104250743,7109.297491,1.296548603,19580.86238,0.250396402,0.008084146,1219.101283,0.20572895,2832.562712,21.60711922
1973-05-09,52.95250271,5,1.001548584,0.071504964,4582.181153,0.679461163,6532.451464,1.444535049,0.103131719,6608.886864,1.291052765,19427.24257,0.255522284,0.008249637,1169.039041,0.205475717,2805.747917,21.16901498
1973-05-10,52.10299732,5,1.000274953,0.071414034,4502.936725,0.67178115,6474.767453,1.440414821,0.102837558,6484.313914,1.285617613,19315.15463,0.2569106,0.008294459,1156.534185,0.204963379,2786.694631,21.00819246
1973-05-11,50.40398654,5,1.005002394,0.071751547,4376.689386,0.664684085,6407.4103,1.433214515,0.102323496,6241.512249,1.280332165,19124.26079,0.259785633,0.008387281,1131.341608,0.204125536,2753.899024,20.7546464
1973-05-12,48.98814422,5,1.008043618,0.071968673,4266.620884,0.661957712,6297.369689,1.427735307,0.101932311,6042.997711,1.277064122,18820.95905,0.26233247,0.008469506,1110.342027,0.204484094,2706.766158,20.53260018
1973-05-13,47.5723019,5,1.011348532,0.072204626,4156.892152,0.663659172,6177.296662,1.422813107,0.101580894,5848.11314,1.274764119,18494.09819,0.265017094,0.00855618,1089.285683,0.205667755,2662.134825,20.31110995
1973-05-14,48.13863883,5,1.000097851,0.07140139,4159.585376,0.666828578,6054.616802,1.425526435,0.10177461,5929.01875,1.274006091,18109.20588,0.264112934,0.008526989,1098.492809,0.2070202,2609.58439,20.30916147
1973-05-15,45.30695419,5,1.01438555,0.072421452,3970.833376,0.673958608,5913.007287,1.416686698,0.101143503,5545.649605,1.275378035,17668.48455,0.269698407,0.008707318,1055.740036,0.209141598,2549.674121,19.93322707
1973-05-16,47.00596497,5,0.994335226,0.070989971,4038.308941,0.678207356,5800.755693,1.423283261,0.10161446,5780.402191,1.273920687,17315.9615,0.266547935,0.008605604,1082.535227,0.210714531,2498.032481,20.0572125
1973-05-17,60.31488277,5,0.899707297,0.064234066,4688.559946,0.678209109,5720.210382,1.456706342,0.104000681,7591.196644,1.273104814,17010.05518,0.243723039,0.007868693,1270.09093,0.211483697,2456.523027,21.3802645
1973-05-18,100.2416361,5,0.64936882,0.0463613,5624.10371,0.673766855,5646.749189,1.317469101,0.094059921,11410.43831,1.269608598,16789.49306,0.196029156,0.006328878,1697.784481,0.211990416,2425.692891,22.18738056
1973-05-19,116.0990701,5,0.578615031,0.041309875,5804.064038,0.671540517,5593.073317,1.26511468,0.090322109,12690.31432,1.268245758,16669.85915,0.183319717,0.005918549,1838.87269,0.212303859,2409.798618,22.24058493
1973-05-20,118.6475863,5,0.566754265,0.040463083,5809.883803,0.666910885,5537.280986,1.25190736,0.08937918,12833.49195,1.267852474,16561.09662,0.181545651,0.005861272,1861.051961,0.212282222,2391.245162,22.15257338
1973-05-21,119.2139232,5,0.561078465,0.040057863,5779.15474,0.664438283,5485.28674,1.24314378,0.088753509,12804.48407,1.264111354,16446.94052,0.180890464,0.005840119,1863.186782,0.212192807,2379.817045,22.05629143
1973-05-22,125.7267979,5,0.537978094,0.038408625,5843.945934,0.669064704,5403.469862,1.221329068,0.087196061,13267.0477,1.266109436,16142.42443,0.17699441,0.005714334,1922.654047,0.213923154,2349.871148,21.98063585
1973-05-23,125.7267979,5,0.534101362,0.038131848,5801.833787,0.676593975,5296.611899,1.213724338,0.086653126,13184.43908,1.267155189,15805.24942,0.176642381,0.005702968,1918.83003,0.216366032,2313.872994,21.88070654
1973-05-24,100.8079731,5,0.621597013,0.044378548,5413.991177,0.679294415,5204.815861,1.273909812,0.090950032,11095.51099,1.266570018,15519.25394,0.193764376,0.006255759,1687.650685,0.218067468,2282.38993,21.63264123
1973-05-25,83.53469679,5,0.709973769,0.050688154,5124.163121,0.68293762,5110.989615,1.334497628,0.095275663,9631.600249,1.266404863,15215.91508,0.211539633,0.00682964,1526.765683,0.21979599,2247.918077,21.37211107
1973-05-26,85.51687603,5,0.694075996,0.049553142,5128.290221,0.679841907,5032.472092,1.319840172,0.094229203,9751.847767,1.266063942,14988.99298,0.209052081,0.006749328,1544.61435,0.220331858,2220.111631,21.30320877
1973-05-27,102.7901523,5,0.599580238,0.042806674,5324.913561,0.676847534,4961.692084,1.245888305,0.088949453,11064.8202,1.264344961,14744.81231,0.191011302,0.006166874,1696.384584,0.220756784,2194.193559,21.36513847
1973-05-28,122.3287763,5,0.524361306,0.037436463,5542.08281,0.671629808,4914.798597,1.183395116,0.084487789,12507.54709,1.262392308,14539.94995,0.176754472,0.005706587,1868.154477,0.220638023,2173.802209,21.36552881
1973-05-29,123.4614502,5,0.51721609,0.036926335,5517.17987,0.664792197,4871.39252,1.173237623,0.083762601,12515.00702,1.260328015,14347.24084,0.175777077,0.005675032,1875.026256,0.220684253,2152.627133,21.26665455
1973-05-30,115.2495647,5,0.53735508,0.038364146,5350.746731,0.663180342,4817.83904,1.1852667,0.08462141,11802.36711,1.259149197,14087.5151,0.180166254,0.005816738,1794.01672,0.221109968,2122.8649,21.14338967
1973-05-31,123.4614502,5,0.50941362,0.036369282,5433.950389,0.661586152,4743.806095,1.158099244,0.082681805,12353.52488,1.258483446,13818.87402,0.175081876,0.005652587,1867.610504,0.221927208,2088.954264,21.06134642
1973-06-01,132.2396725,6,0.481706899,0.034391177,5503.74589,0.662416573,4676.15682,1.130703716,0.080725918,12918.86403,1.257946255,13615.59633,0.169973813,0.005487671,1942.037116,0.222773439,2064.807281,20.97740488
1973-06-02,134.5050203,6,0.472034281,0.033700606,5485.620719,0.674584408,4534.657305,1.118064231,0.07982353,12993.28578,1.266841513,12943.30561,0.168428136,0.005437768,1957.342741,0.226502205,1983.08771,20.87697246
1973-06-03,123.4614502,6,0.497709916,0.035533703,5309.106167,0.673476914,4466.005271,1.135391675,0.081060612,12111.30168,1.267289093,12709.26493,0.174039075,0.005618919,1856.486876,0.227277713,1949.068498,20.75030884
