"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"14",1971-10-14,68.5267682121992,44480,10,288,1971.78401826484,1462,1972,"A",14,4.22722444575523,67.8795260094866,NA,-1.52547571447324,0.435818043638991,0.239755765886956,1419.52502561533,0.264041540826617,1411.85071956219
"15",1971-10-15,74.1901374859347,44481,10,289,1971.78675799087,1462,1972,"A",15,4.30663122335964,70.0639684436417,NA,-1.55904128336859,0.437903039586222,0.232487239794515,1490.24968854456,0.262432739614764,1422.56294605105
"16",1971-10-16,83.817865251285,44482,10,290,1971.7894977169,1462,1972,"A",16,4.4286461739226,73.0979162688571,NA,-1.60883569662065,0.440867655681087,0.22175120335926,1605.89195848599,0.259786349407209,1444.56729868763
"17",1971-10-17,101.657478463552,44483,10,291,1971.79223744292,1462,1972,"A",17,4.62160910808682,77.7499696008541,NA,-1.68555579967154,0.445305753515198,0.205272399893017,1802.94980295911,0.257338116621203,1466.08178821654
"18",1971-10-18,102.223815390925,44484,10,292,1971.79497716895,1462,1972,"A",18,4.62716467793142,82.0784018314948,NA,-1.68952756500488,0.445998561763895,0.20448144569532,1806.00827520625,0.253889141784483,1486.75018519081
"19",1971-10-19,99.1089622903707,44485,10,293,1971.79771689498,1462,1972,"A",19,4.596219874082,86.0832129607792,NA,-1.67952428816238,0.445944401968082,0.206684098489273,1769.83889960384,0.253044056703381,1478.76731822153
"20",1971-10-20,76.4554851954289,44486,10,294,1971.800456621,1462,1972,"A",20,4.33670867859692,86.5686446128136,NA,-1.58270272286517,0.441149986507935,0.227411403387062,1502.22376957806,0.251559005394039,1477.50393325198
"21",1971-10-21,60.5980512289695,44487,10,295,1971.80319634703,1462,1972,"A",21,4.1042627346204,85.4359707580665,NA,-1.49594815913618,0.437140239101743,0.247147820610388,1293.98483184277,0.250211771618401,1475.01789640083
"22",1971-10-22,54.9346819552341,44488,10,296,1971.80593607306,1462,1972,"A",22,4.00614487866187,82.6851913965379,NA,-1.45972299133592,0.436059607162567,0.256725739575696,1218.51188812625,0.24751844990637,1475.5072286543
"23",1971-10-23,47.8554703630647,44489,10,297,1971.80867579909,1462,1972,"A",23,3.86818543452162,77.5477064125064,NA,-1.40769748228903,0.434320174045436,0.270379664776356,1117.9422173791,0.246814507899506,1469.91103313339
"24",1971-10-24,54.6515134915473,44490,10,298,1971.81141552511,1462,1972,"A",24,4.00097690850343,70.8325685593629,NA,-1.46311164066176,0.436951601647798,0.255941589393675,1208.52822750882,0.245973301879324,1471.07749951818
"25",1971-10-25,58.6158719831621,44491,10,299,1971.81415525114,1462,1972,"A",25,4.07100551286391,64.6028623582539,NA,-1.49402744402258,0.438460467320419,0.247967463729243,1255.80923509905,0.243663433177531,1488.35061225554
"26",1971-10-26,56.9168612010415,44492,10,300,1971.81689497717,1462,1972,"A",26,4.04159162765762,58.5754193454926,NA,-1.48581387492108,0.438291998857549,0.250191801318339,1230.34740732931,0.241049053368477,1508.88949427617
"27",1971-10-27,55.7841873462944,44493,10,301,1971.8196347032,1462,1972,"A",27,4.02149044833653,55.6223767956162,NA,-1.48133521196699,0.438286513514542,0.251433274163517,1211.84647525698,0.238971788995312,1517.76087052773
"28",1971-10-28,55.5010188826076,44494,10,302,1971.82237442922,1462,1972,"A",28,4.01640137882906,54.8942293175645,NA,-1.48279651663218,0.438520395754776,0.251131620219545,1204.24845275926,0.23818215015662,1515.89719839387
"29",1971-10-29,54.6515134915473,44495,10,303,1971.82511415525,1462,1972,"A",29,4.00097690850343,54.853776679895,NA,-1.48022418003248,0.438605646876239,0.251863815954736,1189.273426763,0.239243094680799,1496.95007680868
"30",1971-10-30,52.6693342457399,44496,10,304,1971.82785388128,1462,1972,"A",30,3.96403339331174,55.5414715202771,64.3264360008454,-1.46928964642701,0.438391895859378,0.254730092249207,1159.18252166491,0.241133787475936,1467.11652871789
"31",1971-10-31,47.572301899378,44497,10,305,1971.83059360731,1462,1972,"A",31,3.8622506990018,54.5301555785387,64.420825488741,-1.43321197342541,0.437292575291887,0.263999464430861,1085.10297608267,0.242059211286658,1447.53064367989
"32",1971-11-01,45.5901226535705,44498,11,306,1971.83333333333,1463,1972,"A",32,3.81969108458301,52.6693342457399,64.3925086423723,-1.42034515395643,0.437073180768821,0.267294864740203,1052.87088973036,0.243245579430452,1423.35955362765
"33",1971-11-02,41.0594272345822,44499,11,307,1971.83607305936,1463,1972,"A",33,3.71502046201912,50.4039865362457,64.0715843835273,-1.38355370992486,0.436051960581669,0.276641861294337,981.396550701003,0.243486276819534,1407.51445122879
"34",1971-11-03,40.4930903072086,44500,11,308,1971.83881278539,1463,1972,"A",34,3.70113134985845,48.2195441020906,63.5996369440494,-1.382012120114,0.436284196880255,0.276999906102982,969.112703195973,0.243581036335349,1384.50502154396
"35",1971-11-04,41.6257641619557,44501,11,309,1971.84155251142,1463,1972,"A",35,3.72871930637728,46.2373648562832,63.1748842485192,-1.39644907001676,0.437052442617119,0.273315772692642,982.970890201149,0.243974587955472,1365.54604619409
"36",1971-11-05,42.1921010893293,44502,11,310,1971.84429223744,1463,1972,"A",36,3.742233025544,44.4574487988234,62.6746199626726,-1.40542737808577,0.437628180509927,0.271022018822225,987.982999106234,0.245023051025433,1343.48268262851
"37",1971-11-06,42.475269553016,44503,11,311,1971.84703196347,1463,1972,"A",37,3.7489220136948,43.00115384272,62.193233574405,-1.41176633342571,0.438112767681204,0.269398591465973,988.656001031814,0.246108795958201,1302.65151377152
"38",1971-11-07,40.7762587708954,44504,11,312,1971.8497716895,1463,1972,"A",38,3.70810001917454,42.0302905386511,61.5891408518733,-1.39998882386396,0.43803736975644,0.272310022514887,959.366932759475,0.247091590181755,1245.45367659541
"39",1971-11-08,40.7762587708954,44505,11,313,1971.85251141553,1463,1972,"A",39,3.70810001917454,41.3425956982689,60.8623417950772,-1.40381118400604,0.438452955870183,0.271307676672789,955.835599438662,0.248042968341937,1216.05197176823
"40",1971-11-09,41.6257641619557,44506,11,314,1971.85525114155,1463,1972,"A",40,3.72871930637728,41.423500973608,59.94676376249,-1.41544138315479,0.439095788215589,0.26836511665,965.166023949291,0.247701774674457,1202.20350044519
"41",1971-11-10,42.7584380167028,44507,11,315,1971.85799086758,1463,1972,"A",41,3.75556655641347,41.7471220749643,58.9745520371654,-1.42937489174528,0.439791336026863,0.264864642314381,978.49714100103,0.247616403221865,1186.2762191192
"42",1971-11-11,43.8911118714499,44508,11,316,1971.86073059361,1463,1972,"A",42,3.78171183651779,42.0707431763206,58.0684129533677,-1.44298198349334,0.440461605878283,0.261461197620244,991.511079102151,0.247472976069657,1170.65326478143
"43",1971-11-12,44.4574487988234,44509,11,317,1971.86347031963,1463,1972,"A",43,3.79453252494685,42.3943642776769,57.1150791256222,-1.4515292200603,0.440980892897661,0.259318854072943,996.075764137507,0.247507513577084,1155.80428891486
"44",1971-11-13,44.7406172625102,44510,11,318,1971.86621004566,1463,1972,"A",44,3.80088175262551,42.7179853790333,56.3222074272993,-1.45762621278279,0.441428939622269,0.257785311098158,996.492148393522,0.247589438004946,1143.07135157441
"45",1971-11-14,44.1742803351367,44511,11,319,1971.86894977169,1463,1972,"A",45,3.78814272684808,43.2034170310677,55.321678855606,-1.45659101606863,0.441694370813444,0.25799890062913,984.693521884169,0.247001506408038,1138.19773171154
"46",1971-11-15,43.8911118714499,44512,11,320,1971.87168949772,1463,1972,"A",46,3.78171183651779,43.6483960454327,53.9907870762782,-1.45793016309768,0.442025174367627,0.25762624149811,976.968188923511,0.246533537774915,1128.82647161234
"47",1971-11-16,43.8911118714499,44513,11,321,1971.87442922374,1463,1972,"A",47,3.78171183651779,43.972017146789,52.0652415232081,-1.46166720799869,0.442416066489954,0.256667502467596,973.332466378926,0.245915282448198,1121.62304254782
"48",1971-11-17,43.8911118714499,44514,11,322,1971.87716894977,1463,1972,"A",48,3.78171183651779,44.1338276974671,50.1208180725589,-1.46560439168917,0.442743216841266,0.255710928605812,969.704954570018,0.245231878934449,1121.11734514501
"49",1971-11-18,43.8911118714499,44515,11,323,1971.8799086758,1463,1972,"A",49,3.78171183651779,44.1338276974671,48.2802230585949,-1.46959424348215,0.443053593042311,0.254754924525272,966.079603481025,0.244600074777889,1121.91181464136
"50",1971-11-19,43.6079434077631,44516,11,324,1971.88264840183,1463,1972,"A",50,3.77523932201217,44.0124697844585,47.185304999006,-1.47123389568786,0.443318419718282,0.254365208199377,958.378487390983,0.244134480059554,1126.58742839359
"51",1971-11-20,47.0059649720044,44517,11,325,1971.88538812785,1463,1972,"A",51,3.85027450795509,44.3360908858148,46.7322354571072,-1.50229234363811,0.444118397267288,0.246901655066541,1002.74548748438,0.243080531538448,1126.73456842274
"52",1971-11-21,53.5188396368002,44518,11,326,1971.88812785388,1463,1972,"A",52,3.98003373465819,45.6710279289096,46.6850407131594,-1.55255128744513,0.445157952083508,0.234867369606585,1086.03323336666,0.24182037629014,1127.85898798914
"53",1971-11-22,56.0673558099812,44519,11,327,1971.89086757991,1463,1972,"A",53,4.02655375029308,47.4104913486998,46.9587702280566,-1.57256038858915,0.445606224942571,0.230123978938938,1114.77107585474,0.240741870401912,1136.44899665329
"54",1971-11-23,58.0495350557886,44520,11,328,1971.89360730594,1463,1972,"A",54,4.06129669873695,49.4331232321767,47.0720376135313,-1.58817459114311,0.445945859873522,0.226449408204024,1135.75243909554,0.239483076942252,1141.15379223377
"55",1971-11-24,54.0851765641738,44521,11,329,1971.89634703196,1463,1972,"A",55,3.99056014764517,50.8894181882802,46.9210144328984,-1.56667099217822,0.445799989961146,0.231620229380612,1082.35189456285,0.238623379440959,1142.30413038392
"56",1971-11-25,51.5366603909928,44522,11,330,1971.89908675799,1463,1972,"A",56,3.94229340667534,51.9816394053577,46.7416744058967,-1.5533434645785,0.445815980234949,0.234819573417524,1045.59695496375,0.237808780256668,1150.35268487403
"57",1971-11-26,51.8198288546796,44523,11,331,1971.90182648402,1463,1972,"A",57,3.94777287243996,53.1547658977743,46.6095291228429,-1.55880929580049,0.446053354322561,0.233550614300745,1045.6605672742,0.236822115566423,1168.98928259864
"58",1971-11-27,52.6693342457399,44524,11,332,1971.90456621005,1463,1972,"A",58,3.96403339331174,53.9638186511651,46.5151396349473,-1.56793879667506,0.446312085430086,0.231419740900188,1053.10572634378,0.235545895451785,1163.77615059121
"59",1971-11-28,52.6693342457399,44525,11,333,1971.90730593607,1463,1972,"A",59,3.96403339331174,53.8424607381565,46.4490669934204,-1.57145791057188,0.446520216760856,0.230616283851757,1049.44949021076,0.234545086022352,1162.78834240781
"60",1971-11-29,52.6693342457399,44526,11,334,1971.9100456621,1463,1972,"A",60,3.96403339331174,53.357029086122,46.4490669934204,-1.5749770244687,0.446728348091625,0.229812826803326,1045.79325407774,0.233335714653326,1171.02082261814
"61",1971-11-30,52.6693342457399,44527,11,335,1971.91278538813,1463,1972,"A",61,3.96403339331174,52.5884289704008,46.6189680716325,-1.57849613836552,0.446936479422394,0.229009369754895,1042.13701794471,0.231833316946181,1184.99572739549
"62",1971-12-01,52.6693342457399,44528,12,336,1971.91552511416,1464,1972,"A",62,3.96403339331174,52.3861657820531,46.8549417913715,-1.58201525226264,0.44714461075318,0.228205912706397,1038.48078181139,0.230885307001735,1207.60906488625
"63",1971-12-02,52.1029973183663,44529,12,337,1971.91826484018,1464,1972,"A",63,3.95322247720753,52.4670710573922,47.2230607941643,-1.58197173972758,0.447355476677622,0.228230724843906,1027.42601856574,0.230130014453465,1235.52471570181
"64",1971-12-03,52.6693342457399,44530,12,338,1971.92100456621,1464,1972,"A",64,3.96403339331174,52.5884289704008,47.6289355921153,-1.58905348005628,0.447560873414719,0.226598998609535,1031.16830954534,0.228190687729176,1264.17774648185
"65",1971-12-04,53.2356711731134,44531,12,339,1971.92374429224,1464,1972,"A",65,3.97472868242849,52.6693342457399,48.0159324924872,-1.59604188814496,0.447754303687313,0.22499402836979,1034.87398072199,0.227197970701985,1283.4960517183
"66",1971-12-05,53.2356711731134,44532,12,340,1971.92648401826,1464,1972,"A",66,3.97472868242849,52.750239521079,48.38405149528,-1.59953338776519,0.447956437162055,0.224199519986788,1031.21959016331,0.22588973361073,1317.05119213997
"67",1971-12-06,53.5188396368002,44533,12,341,1971.92922374429,1464,1972,"A",67,3.98003373465819,52.8715974340876,48.7521704980729,-1.60471832421831,0.448145328567425,0.223016324302082,1031.2336710759,0.225328179231381,1346.00041060641
"68",1971-12-07,53.5188396368002,44534,12,342,1971.93196347032,1464,1972,"A",68,3.98003373465819,52.9929553470962,49.176923193603,-1.60819612667011,0.448344486999701,0.222226254615058,1027.58036692292,0.224581794798843,1382.38621402455
"69",1971-12-08,53.2356711731134,44535,12,343,1971.93470319635,1464,1972,"A",69,3.97472868242849,53.0738606224353,49.5922369403436,-1.61000788662617,0.448562837586298,0.221815994837717,1020.25641848697,0.223921154661678,1413.76905729222
"70",1971-12-09,53.802008100487,44536,12,344,1971.93744292237,1464,1972,"A",70,3.98531079175903,53.3165764484525,49.9981117382947,-1.61679535735886,0.448720753645234,0.220272724887519,1023.93632984094,0.223326211380381,1434.36156237228
"71",1971-12-10,54.0851765641738,44537,12,345,1971.9401826484,1464,1972,"A",71,3.99056014764517,53.5188396368002,50.375669689877,-1.62072061403467,0.448825769166914,0.219408687906249,1025.28785881064,0.222963265937387,1451.78066966752
"72",1971-12-11,58.0495350557886,44538,12,346,1971.94292237443,1464,1972,"A",72,4.06129669873695,54.2065344771824,50.847617129355,-1.64451211709291,0.448604628672849,0.214044955786065,1073.53815820571,0.222322532693371,1470.84744522703
"73",1971-12-12,60.3148827652828,44539,12,347,1971.94566210046,1464,1972,"A",73,4.09957888530797,55.2178504189208,51.3761982615703,-1.65803623006304,0.44850339339787,0.21101754995982,1099.65589521786,0.221412830722511,1497.11526717438
"74",1971-12-13,60.8812196926563,44540,12,348,1971.94840182648,1464,1972,"A",74,4.10892474772621,56.2696189983289,51.9142183425751,-1.66268762621063,0.448537261959195,0.210002202705122,1104.64043663511,0.220863114521338,1502.41448019905
"75",1971-12-14,60.5980512289695,44541,12,349,1971.95114155251,1464,1972,"A",75,4.1042627346204,57.2809349400673,52.4616773723696,-1.66315998233581,0.448648162642477,0.209931591435441,1099.13287671797,0.220832992365684,1499.19906906687
"76",1971-12-15,61.1643881563431,44542,12,350,1971.95388127854,1464,1972,"A",76,4.11356512728271,58.4136087948144,53.0374532485327,-1.66771490234523,0.448673911467754,0.208940227075135,1104.16617938575,0.220562113208973,1490.52402494243
"77",1971-12-16,65.9782520390182,44543,12,351,1971.95662100457,1464,1972,"A",77,4.18932517316424,60.1530722146046,53.7736912541183,-1.691791329071,0.448574491071048,0.203814947432128,1161.85138309407,0.220096745183116,1491.66508685928
"78",1971-12-17,69.0931051395727,44544,12,352,1971.95936073059,1464,1972,"A",78,4.23545494489175,62.2970620110902,54.6137576963891,-1.70774613204854,0.449024983613869,0.200818146053239,1198.81289772206,0.218470187137576,1512.4285542121
"79",1971-12-18,69.9426105306331,44545,12,353,1971.96210045662,1464,1972,"A",79,4.24767505622652,63.9960727932108,55.4821409850285,-1.71308133281257,0.449185116067213,0.199806382939049,1207.43827402525,0.217233649530337,1513.2041527535
"80",1971-12-19,70.2257789943198,44546,12,354,1971.96484018265,1464,1972,"A",80,4.25171546576353,65.4119151116447,56.369402171247,-1.71586207504902,0.449275586274901,0.19927168673738,1209.08241498049,0.216793800250104,1505.75035911642
"81",1971-12-20,69.9426105306331,44547,12,355,1971.96757990868,1464,1972,"A",81,4.24767505622652,66.7063995170699,57.1339570232013,-1.71614826482884,0.449298761058725,0.199201181788454,1203.78101832619,0.21644679822969,1491.50886623728
"82",1971-12-21,67.1109258937653,44548,12,356,1971.9703196347,1464,1972,"A",82,4.20634686073367,67.6368101834693,57.5870265651002,-1.70502306420655,0.449016630286526,0.201248286117699,1166.91484169308,0.215526547790639,1482.78848498934
"83",1971-12-22,62.2970620110902,44549,12,357,1971.97305936073,1464,1972,"A",83,4.1319142659509,67.7986207341475,57.7946834384705,-1.68534414242394,0.44908103027945,0.205231161637026,1104.64978202869,0.21399166579473,1496.30417620947
"84",1971-12-23,60.8812196926563,44550,12,358,1971.97579908676,1464,1972,"A",84,4.10892474772621,67.0704732560958,57.8890729263661,-1.68109640099441,0.449367553385498,0.206208146054132,1084.68317741791,0.213738847085197,1528.16960918956
"85",1971-12-24,62.0138935474034,44551,12,359,1971.97853881279,1464,1972,"A",85,4.12735844941504,66.0591573143573,58.1533634924737,-1.68768703965625,0.449274174062214,0.204774491309756,1097.18180685851,0.212414799672017,1573.3663222236
"86",1971-12-25,71.9247897764405,44552,12,360,1971.98127853881,1464,1972,"A",86,4.27562098661708,66.3423257780441,58.832967805322,-1.73224094406215,0.449805013237684,0.196132229971544,1218.82487694519,0.211323463085116,1579.85511842561
"87",1971-12-26,89.1980660613337,44553,12,361,1971.98401826484,1464,1972,"A",87,4.49085935842418,69.0526525019032,60.0789090455438,-1.79837374740673,0.451557389736447,0.183917372823235,1417.39839108696,0.211629330763545,1611.0347119493
"88",1971-12-27,96.277277653503,44554,12,362,1971.98675799087,1464,1972,"A",88,4.56723233720875,72.8147478051703,61.5325071591359,-1.82245674378965,0.452196292078793,0.179479111085565,1492.97128222943,0.212646278579823,1604.096418161
"89",1971-12-28,97.1267830445633,44555,12,363,1971.98949771689,1464,1972,"A",89,4.57601716676448,77.1027273981415,63.0144221190966,-1.82622288677888,0.452301100828498,0.178789236876991,1500.35530356184,0.210901069624595,1684.98239802202
"90",1971-12-29,105.33866849148,44556,12,364,1971.99223744292,1464,1972,"A",90,4.65718057387169,83.2515283239114,64.7700665939547,-1.85144110501955,0.452961848735324,0.174159940901357,1585.07507051457,0.210320845355012,1800.02812241244
"91",1971-12-30,109.303026983095,44557,12,365,1971.99497716895,1464,1972,"A",91,4.69412408906337,90.1689293654026,66.6578563518665,-1.86339823161387,0.4532748080417,0.171975377847584,1624.09789716213,0.210192151926923,1902.79211923531
"92",1971-12-31,105.621836955167,44558,12,366,1971.99771689498,1464,1972,"A",92,4.65986513924236,96.3986355665116,68.422939775514,-1.85431345839949,0.453044097198306,0.173651139300079,1584.69284064083,0.209175991804401,2022.75068802088
"93",1972-01-01,101.940646927238,44559,1,1,1972.00045537341,1465,1972,"A",93,4.6243907510487,100.686615159483,70.0841947624765,-1.8446065962286,0.452806856501433,0.175433635696238,1545.16190247406,0.208526707873813,2098.90764830939
"94",1972-01-02,95.4277722624427,44560,1,2,1972.00318761384,1465,1972,"A",94,4.55836964995091,101.576573188213,71.5094760296999,-1.82432026497456,0.452333128201176,0.179142797266563,1477.02511238491,0.209173322749963,2145.72036136455
"95",1972-01-03,92.3129191618882,44561,1,3,1972.00591985428,1465,1972,"A",95,4.52518410096525,101.010236260839,72.812050962659,-1.81373071084847,0.452106190312315,0.181079842215918,1444.26316345853,0.210988534610415,2210.9694742355
"96",1972-01-04,89.7644029887072,44562,1,4,1972.00865209472,1465,1972,"A",96,4.49718849347582,99.958467681431,74.0296753565122,-1.8047181673017,0.45191822827338,0.182730178448641,1417.19028852633,0.209917990009927,2575.27367785759
"97",1972-01-05,95.4277722624427,44563,1,5,1972.01138433515,1465,1972,"A",97,4.55836964995091,98.5426253629972,75.4266397773669,-1.82151152998074,0.452400890269062,0.179646566862065,1481.17867230898,0.207633279833363,2670.9150554351
"98",1972-01-06,95.9941091898162,44564,1,6,1972.01411657559,1465,1972,"A",98,4.56428682697899,96.6413513925288,76.8424820958008,-1.82227699537037,0.452467983302771,0.17950195634959,1488.76966635334,0.207832435757993,2611.26374429335
"99",1972-01-07,96.8436145808765,44565,1,7,1972.01684881603,1465,1972,"A",99,4.57309745666115,95.3873196247732,78.2960802093929,-1.82385837951404,0.45255685076796,0.179206934499154,1499.4760862756,0.207748897226653,2618.62852636011
"100",1972-01-08,98.5426253629972,44566,1,8,1972.01958105647,1465,1972,"A",100,4.59048919937302,94.9018879727387,79.7874341181432,-1.82786932043848,0.452710287718166,0.178464379090843,1519.46050602719,0.207553185227052,2583.00561385659
"101",1972-01-09,98.2594568993104,44567,1,9,1972.0223132969,1465,1972,"A",101,4.5876114995454,95.3064143494341,81.2599101293145,-1.82607964212922,0.452711248986141,0.178788148235217,1517.84291626207,0.206818088800463,2566.39349814866
"102",1972-01-10,95.4277722624427,44568,1,10,1972.02504553734,1465,1972,"A",102,4.55836964995091,95.751393363799,82.5058513695363,-1.81683030499108,0.452513827048871,0.180486182854557,1488.10127218234,0.206090021892521,2559.41736741056
"103",1972-01-11,94.0119299440088,44569,1,11,1972.02777777778,1465,1972,"A",103,4.54342168851503,96.3581829288421,83.6290862754938,-1.81167743421095,0.452423925846065,0.181431371766685,1473.70003881192,0.205045655017646,2530.65429806831
"104",1972-01-12,97.9762884356236,44570,1,12,1972.03051001821,1465,1972,"A",104,4.58472549465627,96.7222566678679,84.865588566926,-1.82236345871039,0.452757359164461,0.17945589720719,1519.12132527559,0.204436032675181,2496.52577176154
"105",1972-01-13,96.5604461171898,44571,1,13,1972.03324225865,1465,1972,"A",105,4.57016919688206,96.803161943207,86.0643350632,-1.8173241042522,0.452670403211571,0.180380268278619,1504.88056878237,0.204357111345294,2458.38562821621
"106",1972-01-14,94.5782668713824,44572,1,14,1972.03597449909,1465,1972,"A",106,4.54942771257524,96.4795408418507,87.178131020368,-1.81059243545364,0.452536864352864,0.181618440389726,1484.10639278874,0.203415714995864,2404.39639068213
"107",1972-01-15,84.9505391060321,44573,1,15,1972.03870673953,1465,1972,"A",107,4.44206919425474,94.5378142337128,87.8105405892685,-1.77985406594759,0.45175119934262,0.187296915454469,1374.70814848115,0.202852528978344,2369.54109558543
"108",1972-01-16,81.269349078104,44574,1,16,1972.04143897996,1465,1972,"A",108,4.39776893535816,92.1106559735405,88.2164153872195,-1.76679295654114,0.451440148041556,0.189712973204706,1332.10222652318,0.202498433059008,2411.72141064563
"109",1972-01-17,79.5703382959834,44575,1,17,1972.0441712204,1465,1972,"A",109,4.37664138893229,89.8453082640463,88.5373396460645,-1.7602130768856,0.451303518793034,0.190932364557052,1312.63656532905,0.202163193962336,2477.64371959995
"110",1972-01-18,79.2871698322966,44576,1,18,1972.04690346084,1465,1972,"A",110,4.37307632276779,87.7417711052303,88.8393860073304,-1.75849857489188,0.451299116300988,0.191251771006817,1310.15332643429,0.201774107609923,2507.19976387135
"111",1972-01-19,80.1366752233569,44577,1,19,1972.04963570128,1465,1972,"A",111,4.38373361724178,85.1932549320493,89.1791881637545,-1.7606786768095,0.451401825304234,0.190849130620844,1321.40287848004,0.202037871396216,2556.34175825899
"112",1972-01-20,82.6851913965379,44578,1,20,1972.05236794171,1465,1972,"A",112,4.41504052186682,83.2110756862419,89.6983303471803,-1.7684558384868,0.451660091606908,0.189406721299878,1353.1217186135,0.201943487825063,2559.62210874456
"113",1972-01-21,82.6851913965379,44579,1,21,1972.05510018215,1465,1972,"A",113,4.41504052186682,81.5120649041212,90.3779346600285,-1.76767729004436,0.451682566969346,0.189551140384352,1354.15344863049,0.200647056096849,2561.53114054868
"114",1972-01-22,82.1188544691643,44580,1,22,1972.05783242259,1465,1972,"A",114,4.40816764257906,81.1075385274258,91.0858558192455,-1.76504317166214,0.451653262474605,0.190040538496967,1348.3507384,0.200509524835219,2561.49195419877
"115",1972-01-23,80.9861806144172,44581,1,23,1972.06056466302,1465,1972,"A",115,4.3942785304184,81.0670858897563,91.7182653881459,-1.7605376233039,0.451571081882577,0.190878706466825,1335.61763113265,0.200675904008574,2598.85298282659
"116",1972-01-24,79.8535067596701,44582,1,24,1972.06329690346,1465,1972,"A",116,4.38019379053666,81.1075385274258,91.9825559542536,-1.75551592369389,0.451370971418972,0.191811728629002,1323.37490417222,0.201556957691646,2672.17797730293
"117",1972-01-25,79.5703382959834,44583,1,25,1972.0660291439,1465,1972,"A",117,4.37664138893229,81.1479911650954,91.6616316954086,-1.75212845267206,0.45096791269037,0.192435711345218,1322.97188992996,0.201637282643605,2758.99490546542
"118",1972-01-26,80.4198436870437,44584,1,26,1972.06876138434,1465,1972,"A",118,4.38726095775975,81.1884438027649,91.1330505631933,-1.7525405963309,0.450669079082763,0.19234912143958,1336.49449454977,0.202325679796771,2800.02961325305
"119",1972-01-27,80.9861806144172,44585,1,27,1972.07149362477,1465,1972,"A",119,4.3942785304184,80.9457279767477,90.5950304821884,-1.75198704295893,0.450342155092798,0.192441141811381,1346.55031310813,0.203218093029376,2836.66456576195
"120",1972-01-28,81.269349078104,44586,1,28,1972.07422586521,1465,1972,"A",120,4.39776893535816,80.7434647884,89.7927198350759,-1.75048783723572,0.449988764340578,0.192709356254105,1353.14184476433,0.204573102021353,2942.26229949584
